review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
c9d99455198b29f3ab48668a0236bd82,2cb2f557ab7119a8f1e9e00b7bf75547,5,,,2018-05-12 00:00:00,2018-05-14 14:59:57
f47eee9d6c0133adfcf75824e3edc5ea,69df6146503dba833ea2ae56237acd97,1,,"O PRODUTO É BOM, MAS QUASE 2 MESES PARA RECEBER !!!!",2018-03-20 00:00:00,2018-03-22 16:57:56
ff669e25464a56198854a4737c826a00,5cafde3fdf1a583c0a5d7fdc7b526ad1,3,Bom acabamento,Não instalei ainda,2018-07-12 00:00:00,2018-07-12 21:58:19
27764bf5e94477f2a9f5fe75abb661ac,b948b354fbf88e12e43fc0877623eef9,5,,,2018-06-26 00:00:00,2018-06-26 22:01:25
c45ae2cc19fa8d1ba41e539a48f7da5a,28f079a1f1568fda3a17841d6fe48390,4,BOA LOJA ,"BOA LOJA, CUMPRIU TUDO O QUE ESTAVA NO ANUNCIO! A ENTREGA FOI SUPER-RÁPIDO!",2018-06-24 00:00:00,2018-06-24 21:56:07
e511d5364f55ed89de3a924f840c9b8f,383ba1470e3ace2021f232303b6d4097,5,,"Ótima entrega, rápida e objetiva",2018-04-19 00:00:00,2018-04-21 21:48:39
0a5d09b8756d5e3b6effecb5986e394d,9682a979182968d8d0b1a356f8bb330e,5,,,2017-06-17 00:00:00,2017-06-17 23:14:59
9268d31a6d7eef8d53e04771f1e265b8,d80b2f94bd1ae8c94f10c5084b1ee36a,5,,Entrega super rápida! Produto de acordo com as características descritas no site! Excelente!,2017-08-16 00:00:00,2017-08-16 22:09:15
e2491f28bd9cea29d94282c7db301593,a88803b061dbc43656aa2d377b834e4a,3,RECOMENDO,,2018-05-03 00:00:00,2018-05-03 20:23:34
642be66d80f7dc6f5947f84daf557d4b,22df89b611e2a03b4957043cf949e51f,5,,,2018-08-28 00:00:00,2018-08-28 13:07:10
8b966e3d0515ad0d17b1f925a70f890c,261e71d2349c713eafa9f3df5972b95d,5,,Excelente.,2018-01-31 00:00:00,2018-02-02 22:37:57
d28e1eb3775ed44c9bd007dd301c7bae,a014ab9c0e9c112b791293dc9ec38320,3,Capa veio na cor errada,"Comprei a capa de cor preta, porém recebi em 23/07/2018 na cor branca, gostaria de trocar, visto que o produto veio na cor errada.",2018-07-24 00:00:00,2018-07-24 19:09:01
0cd0db486b98d5fa0d77f79ec4027c5e,d74cdf7dea16668a34d57964004f0e94,5,Gostei muito do produto ,,2018-06-26 00:00:00,2018-06-27 14:07:10
81a57c09af35f9736f760b6ae16af118,167d05678f810589a854d30460ae62f0,1,,"Demora, produto nao entregue!",2018-03-07 00:00:00,2018-03-07 15:26:21
9fb40911b4fd46e3892da8fdc7dbe5c0,a4521fa62b4f3bbe260aecf4dbc78935,4,,recomendo,2017-11-03 00:00:00,2017-11-06 21:31:59
e8995c053d3db2d9c07407efe7de52dd,aa04ef5214580b06b10e2a378300db44,5,,,2017-02-08 00:00:00,2017-02-11 12:37:36
2583de5c6e9a468230d34d84b7e6a773,0c3190b4838c596fd1d6cd74e0436120,3,,,2018-03-07 00:00:00,2018-03-07 20:42:56
7e1c9aed5a984e713d373ec31c756f44,fe60bad9c284d296c50b267f32a70da8,5,,,2018-06-23 00:00:00,2018-06-24 23:24:21
047e5de635c9597e36880b047a43284d,e8fba7de8823194ccf9c1f2d52123bee,4,,"Não dei nota 5 pq não veio na mesma embalagem. Veio embalagem branca proibido pra venda, mas por outro lado o preço estava bom",2018-08-21 00:00:00,2018-08-23 21:48:26
5c23f55fe5295590c8e0928be201e15c,7193174cc8337ec716bf7bef671ff759,5,Ótimo produto,,2018-06-27 00:00:00,2018-06-28 16:11:15
4ae27b71d52f5e00dfd42d7a2e555077,1452442fe3e8cc6d3a1a8d8fc92dc019,5,super recomendo,"muito bom produto e chegou perfeito
",2018-05-01 00:00:00,2018-05-07 03:16:27
8405ac15950641d7378ab0f2bac5e592,d5d0829757e3f168a603b3c272d96fff,5,,"Gostei muito do meu produto só acho que
os panos poderiam ser maiores, mais está
Tudo certo....super recomendo este sitie,
entrega muito antes do prazo...com certeza irei comprar outras vezes.
",2018-03-16 00:00:00,2018-03-17 11:54:55
3bc286fe30d0f8c338d715b55ac2deb5,6c4b00d2f2c7cbac0902dd6367da9f97,5,,Ainda não abri a embalagem porque vou dar de presente. Mas recebi antes mesmo do prazo.,2017-07-12 00:00:00,2017-07-13 19:13:19
d53d6d8819cf34d405434432c234a0b4,42f364e1317053c36378cc534b19ab6e,4,,Material de boa qualidade e bonito..Só achei que fosse maior!!! ,2017-07-13 00:00:00,2017-07-14 02:18:02
182ef9e197469987085e5e9f7c60efc4,7c927a3dfb1af7e87c6a262fc4b0a8fd,5,super recomendo,produto bom gostei muito!,2018-07-25 00:00:00,2018-07-27 17:20:04
f1aefb9b3293cdea695d8dcb63c2f842,b811c8ca07716586e80c0bc4f2a6e39f,5,,,2018-05-02 00:00:00,2018-05-04 09:26:15
a53bd8ba9c9634b500a0085714b18bc5,9a7c4a07a4b1d502cdba82f5b60123ab,5,,Recomendo a compra!,2018-02-15 00:00:00,2018-02-18 13:41:30
1e972e14bb9d496fef92eddd3dce4cef,b2ac7b0754b724547abf07a172a45bf4,2,Não chegou ,Eu pedi dois kit e só chegou apenas um o outro não chegou ,2018-08-16 00:00:00,2018-08-16 12:47:29
442073e0e9c6cbdd830262e6e4d9e811,a84c6f3ee879e72955a3fcaa2dc55771,1,,"Não foi entregue a chupeta, veio apenas o Esterilizador a Vapor para Microondas - Philips Avent.",2017-04-28 00:00:00,2017-05-01 12:44:11
97a1e24c2ae1fa7f655f817c0010cf8b,08f5487befe25744feabb3203a4dc09b,1,,"Indo para 2 meses da compra e até agora nada do produto. Simplesmente péssimo, não recomendo. ",2018-04-04 00:00:00,2018-04-04 12:35:14
b07a1d28faa5607efb6fa3d365a84ef1,f85406a2bb15eead2488ba5e488dbaa9,4,,,2018-07-31 00:00:00,2018-07-31 21:04:25
ee4e8f9fd8213819903417595a9f9c04,b07abc8b9acaf00e79b4657419f469f3,1,,"Quando fui comprar o produto, dizia que havia em estoque.
Quando comprei, o produto ficou pendente pq não havia mais no estoque. Porém foi descontado do meu cartão.",2017-03-30 00:00:00,2017-04-03 21:23:30
5697ff38c1fe9b443920d3f190dcde39,fda140e135ccab872e95fb03e76ba27a,5,,,2017-10-12 00:00:00,2017-10-12 17:43:14
381e5a0339dc771f17afe88250d4dfda,d5cdc053cdfd98fad4a2330ff501852e,4,,,2017-05-17 00:00:00,2017-05-22 10:02:31
5e44def479b54cdc01f62c2c4e574ac7,4162db4ff964981d38bc20ff6818d268,5,,,2017-06-28 00:00:00,2017-06-29 12:09:32
94151614bd1d3cf4b35c8683231d893f,e19a8635d806af6ae2d20b3de998b0c8,5,,"Entregas corretas. Antes do prazo estimado 
Melhor preço da internet.
Amo comprar com as lannister,tanto no site quanto as lojas fisicas. Sempre tem promoções..
Muito obrigada muito satisfeita .",2017-10-07 00:00:00,2017-10-07 21:46:54
7cadd69d6e914b75d130c1dd0caf0d79,615774e695ab140dcb5e1c0aeb15b9cc,4,,,2018-03-17 00:00:00,2018-03-19 11:24:06
bab6ad2691b15902e1517c8a274fe578,07294ed0ece67bb004a4813c77dfc3e3,5,,,2018-07-26 00:00:00,2018-07-27 17:33:52
3a6d1695936c903928637a5dfecb725b,0d6b94a6fbdff968503c0aa3e7bffdbf,4,,o problema foi com os Correios que continua com um serviço vergonhoso.,2017-08-29 00:00:00,2017-08-31 11:46:47
9cdced96fd462423008deb7c988629ab,9fbb5a7911ef83cac2881f1bbdaf7812,5,,"Chegou rápidinho e em perfeito estado. Recomendo
",2017-04-19 00:00:00,2017-04-23 22:33:01
6d9f34480d47d5ce03ef8e04f32c94ac,75b7d764765f4cf3a5f03e7f3f35319f,5,,,2018-02-02 00:00:00,2018-02-02 22:04:52
98eb570576145a526903ffef8ab09930,6c27984bddb654e222cd1b9a238d2e74,5,,,2018-06-05 00:00:00,2018-06-05 19:45:18
c9c81bbd0338c7fa5e2d9ae81c11b866,45060534aef780077c10103b60fe71c4,3,,,2018-07-11 00:00:00,2018-07-12 10:41:44
847c7f9e7a29c12bb66c6fc305fc6df8,8ebe945989d8e36075f1a141e40968c7,5,Excelente produto,"Excelente produto. Recomendo.

",2018-08-08 00:00:00,2018-08-08 20:53:27
f2c6642b7493752f6b4698dfb29218e3,794651af98ca9412aa91961e14c0a796,2,,,2017-06-11 00:00:00,2017-06-12 12:06:19
2202268b4d7bb8d133ffc1eb22dd1967,2282f08c7a3e5bc3e7b84bb444d6e1e6,5,,,2018-04-27 00:00:00,2018-05-01 19:52:47
29ba17202dda5a62dce3b281588b7931,981f5cf29634672b36363c9ca9d4c3a4,4,,Produto ótimo ,2017-07-15 00:00:00,2017-07-17 13:29:26
fad452a4b3021f612f6fac665b70f153,c7b0be5584c50efa8a9d95d3eecbece3,5,,,2017-03-21 00:00:00,2017-03-21 21:04:39
bfed2e1c78028675ccb4a4dfbb8d5335,fe492b94021fc809f9fd371ca4162c51,1,,,2017-09-01 00:00:00,2017-09-02 12:11:22
bbd0df69372237dd854b2c63562e69f9,cb2acc8f1def3d443b4716cdc8188102,4,,,2017-12-02 00:00:00,2017-12-03 15:50:01
ecbd41e49d63d6df356d8b5f50b18d02,241c2b89490a7f6f12808716cd51c45c,3,,Mais ou menos não gostei,2017-12-14 00:00:00,2017-12-14 22:20:25
801b9adf8fa02950a0bcca24df99f4c1,ef30a80a52425b419de68e25624a8a9e,5,,,2017-12-14 00:00:00,2017-12-15 09:04:59
f00ca078422e9228c68c0a27a6b515c7,ae375d6b88c37582455ff3a2b83462d4,1,1,ruin,2018-06-09 00:00:00,2018-06-10 22:57:19
e9a415465463fb3ab6e0fe7eb151c7ae,8d1c5a867cd01e45e5fc57dddd896f00,2,,comprei 2 panelas veio apenas uma,2017-07-27 00:00:00,2017-07-28 14:16:16
dcfb74ab8c173dac259294d70bb39143,078c9d6d720f254fc10c5a162169197f,4,,,2018-06-08 00:00:00,2018-06-08 15:46:26
30724723fb571c9fb33890d60dd20241,b352b37732770128092c01c05cb2d8f7,5,,,2018-03-08 00:00:00,2018-03-10 19:48:51
3af8148a09b008f63ecbcbe702fc04f1,63dd1232853b91debb2470c70da85dca,4,,Frete caro,2017-08-26 00:00:00,2017-08-27 18:39:12
b81b6fd1169f65bd6eb77802ae8c30fd,f31cf521d461f5b8b5b1456a0448495e,1,,"Comprei dois pneus, paguei dois pneus, pedido efetuado e pago de dois pneus. Recebi em casa nota fiscal referente aos dois pneus, mas só um pneu dentro da embalagem.
Aguardo posicionamento à respeito",2017-06-08 00:00:00,2017-06-08 11:35:02
ad708d825f12cfd6a0cc347ba5262ae0,cfcd1b446010715bb44c1babfe225e6e,5,,Recomendo a todos que comprarem ,2017-04-12 00:00:00,2017-04-12 17:07:37
1241d6377156a46c2fd60131f9e1e262,849e77f9701faf689705a0eb09003764,3,,"produto muito ruim, moldagem fraca !!!!",2017-12-14 00:00:00,2018-01-08 17:48:27
e33d0fc332145abd8ecfb689e095ec97,e31f08a6838e8fe22d5850d237cdb1e7,5,super recomendo,mto bom super recomendo,2018-07-31 00:00:00,2018-07-31 23:55:26
51febd69535454f1d6ecf6a189648947,8726f6a81f4ae5a390e7e638a31e9a21,4,,,2018-06-27 00:00:00,2018-06-28 01:14:18
55f32b238c2aa1ddb73646ed0db46ff7,4d1520659b160e48900f017af350bfb1,5,,,2018-05-15 00:00:00,2018-05-21 10:41:05
06b41ca46ea26f76fd8a0eb94db45d4a,2f609f51e21add184869268ce7e16048,5,,"Recebi meu produto antes da data prevista,super recomendo esta loja.",2018-03-16 00:00:00,2018-03-16 23:53:00
021f2a15daad6d58a00422d72649bb25,b80ad2b6c5b351d9e15b84a8008a7d87,5,Bom loja,,2018-08-18 00:00:00,2018-08-18 21:53:41
e6b1d54707b710b0f0f3b3819f94b8fa,908c02868bb2a9b847e64b23139137e5,5,,,2018-06-27 00:00:00,2018-06-29 20:24:01
63fdf84481d7d818f505ebd0b73eed52,ec34ce0f06a9a35ebf0f0496d595bc84,1,,não recebi a mercadoria ainda. ,2018-03-31 00:00:00,2018-04-02 00:09:58
4886f3f54bf9adb34a5b244acd36e47b,044bcd01474ba715e7cb11d5a70ccf0e,5,,,2018-04-08 00:00:00,2018-04-09 03:12:06
ca61d33ce36b998cf6bfc38f48859425,76ae7f8d0104f4808d4a93f4b81661d7,3,,,2018-02-15 00:00:00,2018-02-15 19:40:47
4bedd975d93b4a2af65ba61e8b0935d0,fd86c80924b4be8fb7f58c4ecc680dae,1,,,2018-03-17 00:00:00,2018-03-26 02:12:14
108f9566f87b526f6101f1049613f988,59d7a8119bf89c6444ae76a6cf2f9479,5,,,2018-08-30 00:00:00,2018-09-03 18:16:14
7312244806651234199206c84f565453,4cdf8813fc5f4c3d74041453f606868c,1,,Comprei são faz tempo e nada estou indiguinado paguei 279 e cadê meu aparelho,2017-10-25 00:00:00,2017-10-25 09:03:05
1ae4c8e3bfb1ecf291da5ce6e3f0c708,5add03213ad417aab3988852ea890572,4,,,2017-09-12 00:00:00,2017-09-13 14:43:58
c4651c892d941ed7a422649798f51744,b0b55c59d28b64d3b611cb034eb9f1e6,3,,,2017-09-13 00:00:00,2017-09-15 16:56:30
21881853688dd9e9a5eff42d80386420,0ca1bac7f133e0eced641bff853f52ea,5,,,2017-11-08 00:00:00,2017-11-09 08:59:33
51a49de7b5f571d119a16c2fead72622,9c984f2c226fb999a439fcc64c73caa2,4,,,2018-08-18 00:00:00,2018-08-21 10:10:13
15ece44d8f1fc8f2cd03941048ac9245,9d8eb4197962f028d0a0f9caa37f0402,3,,,2017-02-17 00:00:00,2017-02-20 01:29:50
b6be0347bcd0d86b1d4507bf8f032450,91c7af31bbff981f2530987c8d5d5ae2,1,,"E a segunda vez que pago frete é mandam eu ir retirar nos correios ,eo frete serve p quê?",2017-10-07 00:00:00,2017-10-09 17:36:00
94a9a9634ac072b24a0e15f3c5487bab,223cd404de0ec7eabc319bed69fa1079,5,,Chegou rápido!,2017-07-01 00:00:00,2017-07-02 00:01:09
7a03404f98bb59dc4c1719da32935b88,39a70e9e9b729b11dee34ac12478597f,3,,Achei o produto razoável.,2017-08-23 00:00:00,2017-08-23 23:32:32
24a2e43aeb8c54ab5b8722beb3986751,7c97900442dd98ddd06bab55a03c8564,5,Recomendo,,2018-06-29 00:00:00,2018-07-02 12:23:58
53e58368e68f4e4816c966505e1680ae,8628cf35f313fe2e46a2168f21860031,5,,,2017-12-13 00:00:00,2017-12-14 12:19:10
7e34eb6050632ab17bad79b5ec6089bf,4d31272d8cb07c4ab84562c8ae2e0fdb,5,,,2017-07-26 00:00:00,2017-07-28 07:12:47
55a98b74161e04d3a72e6a4e7d0a3b89,ac78dbdaa55c30dbfb7eea9beaf31b81,5,,,2018-06-26 00:00:00,2018-06-26 22:08:43
8008af1bec10980dff892950b03c48ca,8f6a8c5dbe911618a3e81e7fa7914114,4,,"Produto entregue corretamente, embrulhado em plástico bolha dentro de uma caixa de papelão. ",2017-12-27 00:00:00,2018-01-03 21:29:21
d0c49f65e1779e5e34c54f4e29683f13,e1d88321521ac026d9bc246154ee558a,5,,,2018-05-23 00:00:00,2018-05-23 22:47:36
3583854f4648d968e1fb9128c453d7a4,a6476259927be2539b760baec362ce92,4,,,2017-12-20 00:00:00,2017-12-20 20:05:03
3dbdbf3447574c41afc967fa47f37a35,d5fbeedc85190ba88580d6f82d1d5ed3,5,,Otimo,2017-05-17 00:00:00,2017-05-18 01:35:16
aa15ec6c6db19aa1f7bd303ebb117adc,a48091d43904feab22b133cf47e96816,5,,,2017-07-27 00:00:00,2017-07-28 11:24:56
81f706cbe8018ce168abb80a08aae714,f7d0eb24b92b2024fc86a38400664675,4,,,2017-10-25 00:00:00,2017-10-25 21:36:42
1499de0b00d2fde6dd0cbebf49833e89,062bddc5be851fec2b59598cc33498cd,1,Produto errado,"Recebi o produto mais veio errado, ainda não recebi nenhum contato da empresa!",2018-05-16 00:00:00,2018-05-17 00:51:45
a193e8ab376725be9359279757ec055e,bb95c9f509ff2da87b6015a0d9046f0f,5,Ótimo,"Tudo perfeito amei o produto exatamente o que eu precisava.
A loja também várias vezes que compro sempre no prazo certo e produtos bem embalados e excelente preço.",2018-05-15 00:00:00,2018-05-15 22:33:57
948745b689abfe1e67032129e6b480e6,8dbd319d233611ca45b64cc56eac5e34,1,,"Estou muito chateada pois comprei um produto(kit de Pincéis) e veio um outro produto(Bare Lifts).
Enviei um e-mail no mesmo dia que chegou (22/03/2017) e até agora não obtive resposta.",2017-06-23 00:00:00,2017-06-24 22:01:47
07f2357e36a8e6a6c70f4e4d6515aff4,8f2b0c41d21837f8c6d4682867c66ffb,4,,Produto muito bom!!!,2017-06-28 00:00:00,2017-07-01 01:08:31
b6517873f6f94096dd470517be872976,e9df66519c360c741bedc488149685e9,1,,,2018-04-08 00:00:00,2018-04-09 11:19:16
f185293a826a87acdcd55d361877023d,5270a6da2c326132afd3b3c0a186a795,3,,Muito fino....mas bom...,2018-02-20 00:00:00,2018-02-23 03:25:37
fa9715b09fd369c3aa58fa72c676bf3c,e7834b339f0ee60fd64151e9ca2c6376,1,,"Comprei duas capinhas e duas películas, mas foi entregue somente uma capinha.",2017-06-17 00:00:00,2017-06-19 03:57:51
3c232757ecedff78dbfec06efdefa232,62a5349df8243987456fdd17fbe3b823,4,,Comprei pela primeira vez e fiquei satisfeito,2018-03-17 00:00:00,2018-03-18 15:49:43
13ee50a8cbe26a2f7910061998109d5d,987e9593668be10f799158973ca6fb87,4,,,2018-03-16 00:00:00,2018-03-26 13:12:53
366c49792bd65b11d01460acf203cba6,9cf7337281a128f4f29a2f476c733601,5,,Ótimo 100% confiável,2018-01-16 00:00:00,2018-02-06 15:04:30
b6243732e263bbe110ba2d80d518fe04,d04eab35da4dc8a5fbab6771c0a8b517,2,,,2017-03-28 00:00:00,2017-03-30 21:47:10
b928be3a9fb638f4eea31d7da9ba30e5,410cfb42b9a36728a695fe883df04ebf,5,ÓTIMO ATENDIMENTO.,,2018-06-29 00:00:00,2018-07-03 20:15:26
c754f7d842c3e3b7c71e5308b96075d8,04f92792b1960e9302825742e0751a5c,5,recomendo,"Muito bom a entrega e estava dentro do prazo. Alias foi entregue antes, sem nenhum defeito.",2018-06-02 00:00:00,2018-06-03 22:34:36
ef35d48c4148ea048eeefc615df5de6f,4c05288ce87fd35acbaa04fec7070339,3,,Muito bom.,2017-12-20 00:00:00,2017-12-27 21:55:17
7e3ccbbcbb0291cd475e0a81a7fb9b1c,abd7d619de0d42df3a64707190c05bb6,5,,,2018-08-04 00:00:00,2018-08-05 11:35:37
76ad8ad91a198b40970747632afbdc65,18d0a01d343f9a3789e7ae38fc92f907,5,Ótimo muito satisfeito.,,2018-07-21 00:00:00,2018-07-24 12:35:12
2a0eacb8d46cba576552cd2a09d834b8,4e8ddb71f9d7cc7452a7005c2a459212,1,,"Produto não é original como anunciado,e sim compatível,já pedi a devolução.",2018-04-19 00:00:00,2018-04-20 08:55:09
f91978f4a01c8e97897adb8f282833c5,53e4f7240aa13df65778901b7e368c5b,1,,O produto veio com defeito ! ,2017-06-29 00:00:00,2017-07-02 12:01:01
d9a6ef93f26f1942dcd7bad95efc88b2,a8b4bb89dc728493ed20fe78acdefd9a,5,Eu recomendo.,,2018-06-15 00:00:00,2018-06-16 15:19:29
b5ad099a2595e932a8d3c45625372d90,a59fb8ccaa86ed1735609ef562f2c6e7,5,,,2017-12-07 00:00:00,2017-12-08 21:28:27
19f6520280be69addd20b91e1f457a7e,d00e79f339bb76a1b6dbcc8cb41934e7,5,,,2018-06-19 00:00:00,2018-06-20 08:18:11
65902199be4a1abc97ad5f062b1e6845,ae6bb3767e72eb4b280e50c3d46ed9ba,5,,,2018-08-04 00:00:00,2018-08-06 17:26:42
dd68eed4e64ac68b255a9140f2ec7db0,be6619cf0f41dbf6491aafc3b5a0d638,5,,,2017-11-25 00:00:00,2017-11-25 12:07:35
117bf62e13e6cc324c966688cb367ce4,f086e4c6f1e932ae9d9cfe398889d148,5,,,2018-04-01 00:00:00,2018-04-02 06:50:37
39a70024b60e4ab7a195ef1c1acd5051,67796eabcf10419c4abd84d49a3ecd59,3,,,2017-03-09 00:00:00,2017-03-10 08:30:27
5db0428467517d8eea2a259d187c8edc,9048f1cdb0bbc082cc3bdd315f052bf3,5,Otimo,Recomendo a loja e os produtos são de ótima qualidade ,2018-05-03 00:00:00,2018-05-05 11:31:25
fda6a0513db7c1a3b798b259ef73f29d,ec34503555e993a9e7e2272b563d416c,5,,,2018-08-16 00:00:00,2018-08-19 00:27:19
7c1ed09efc1b29f8f93add04d312381c,896b228e1623e6b8f20f2b3782750d48,1,Não funciona ,"O mini scanner não esta funcionando, preciso fazer a troca do produto",2018-08-01 00:00:00,2018-08-01 19:12:15
574c9608a61eb6df1541bc0c68daf5ad,d3a2d71aecfd58b0ddd6b9d7b56ed55d,5,,,2017-08-10 00:00:00,2017-08-13 02:09:09
