seller_id,seller_zip_code_prefix,seller_city,seller_state
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP
657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG
b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP
66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,SP
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ
9f505651f4a6abe901a56cdc21508025,4102,sao paulo,SP
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP
a3a38f4affed601eb87a97788c949667,89204,joinville,SC
744dac408745240a2c2528fb1b6028f3,83408,colombo,PR
9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,SP
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,PR
8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,SP
92c8bc6e8f925792247656fed09aad65,3384,sao paulo,SP
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP
8daab2245ebdc277c51098d01c5ad8ef,8411,sao paulo,SP
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP
6b1c4d4d9ccf0be3d8544eb0e71e5318,91130,porto alegre,RS
4e85b538b0dad58852641540686d0e14,12238,sao jose dos campos,SP
3c010235b7345c92f125d14ee232a76b,83800,mandirituba,PR
ce33c6211beaa8fef4cae8b52db39862,8655,suzano,SP
6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,SP
713e3a23ca5e47786eb6f0d99f94cfac,81050,curitiba,PR
8b321bb669392f5163d04c59e235e066,1212,sao paulo,SP
76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,PR
ec80e49e69745ab6c14f984bf2149423,13480,limeira,SP
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP
3bdff180c7e1f6551a643b99c265a120,4811,sao paulo,SP
6b89abe95848c850399130d149a39b63,75640,piracanjuba,GO
aced59e9b31ef866a94f9e7f29d8d418,3306,sao paulo,SP
b4f8921fcc4ff77b66bea6dda43dcd51,95034,caxias do sul,RS
c731d18cea9bf687ffee82a241c25b11,89701,concordia,SC
671585f5a2af58b6e276bc01003c0d2b,80510,curitiba,PR
87d30a6a0cbf89356e49324971ab1d24,2036,sao paulo,SP
aba1721a889e04decc910aa13b768ef4,5729,sao paulo,SP
cab85505710c7cb9b720bceb52b01cee,2252,sao paulo,SP
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
3df020b72d3d44b3af9d110fa3940b65,15704,jales,SP
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ
89de2d6f23e9746ff309705b23581faa,86060,londrina,PR
955fee9216a65b617aa5c0531780ce60,4782,sao paulo,SP
751bdc4d83a466c7206cd42e8f426b03,9405,ribeirao pires,SP
2f4b0d3b9634b647d4edee577d7ebb7e,2310,sao paulo,SP
6e386f64c84e482f0b9abf960797ee1b,1539,sao paulo,SP
ac51cac5e20d69ff485a54746488ef48,14096,ribeirao preto,SP
0176f73cc1195f367f7b32db1e5b3aa8,14940,ibitinga,SP
01cf7e3d21494c41fb86034f2e714fa1,85603,francisco beltrao,PR
ceaec5548eefc6e23e6607c5435102e7,3821,sao paulo,SP
e9bc59e7b60fc3063eb2290deda4cced,87083,maringa,PR
6f229cc508fc6915ed5c499efd93baa4,21931,rio de janeiro,RJ
b0b346d3a89f5eb4c2968af3f083cd43,13105,campinas,SP
a0415d9b25ede3c4b1e477e9916ffc03,26255,nova iguacu,RJ
cb8bcce248bb1fb274ba762d8b971456,37540,santa rita do sapucai,MG
610f72e407cdd7caaa2f8167b0163fd8,1201,sao paulo,SP
b6d44737c043328708f6749c2dbe50bd,9230,santo andre,SP
972d0f9cf61b499a4812cf0bfa3ad3c4,88359,brusque,SC
5b2e94f2c22b39ccc24d34ad0f669672,1214,sao paulo,SP
cfb1a033743668a192316f3c6d1d2671,18110,votorantim,SP
f326006815956455b2859abd58fe7e39,15601,fernandopolis,SP
259f7b5e6e482c230e5bfaa670b6bb8f,8550,poa,SP
dd7ddc04e1b6c2c614352b383efe2d36,3471,sao paulo,SP
f457c46070d02cadd8a68551231220dd,87047,maringa,PR
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
2ba91c7ad80ff88b23b7db823b43c233,13310,itu,SP
3d0cd21d41671c46f82cd11176bf7277,89217,joinville,SC
d93919c944be9cff128f6c9cb899eacb,13375,mombuca,SP
f7ba60f8c3f99e7ee4042fdef03b70c4,9628,sao bernardo do campo,SP
5bc24d989e71e93c33e50a7782431b0e,37165,campo do meio,MG
c4fabeea6e569d42d02993bb1f4f1cbc,60741,fortaleza,CE
e5a38146df062edaf55c38afa99e42dc,1233,sao paulo,SP
62c50c1af4dfdc4149d25c5222043d39,4782,sao paulo,SP
4de6e4ba574aa9dfdc824bc44dc47fdd,83402,colombo,PR
f45122a9ab94eb4f3f8953578bc0c560,13419,piracicaba,SP
6481e96574816ead57975da2c0f6d80d,18072,sorocaba,SP
b6dc74ed30f124f95227bed4e43a3bed,86702,arapongas,PR
48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP
8ed8ea9a57c862f2c18c2fe41f601d56,89030,blumenau,SC
1554a68530182680ad5c8b042c3ab563,37580,monte siao,MG
152ee17e4c8aaf53dac99f3462e4999b,89248,garuva,SC
ede0c03645598cdfc63ca8237acbe73d,14092,ribeirao preto,SP
ef0ace09169ac090589d85746e3e036f,24451,sao goncalo,RJ
562f8cfc51f265411f487d07e9c40e7f,30575,belo horizonte,MG
97e4a63591ca439a2b8b7efd20e6e19e,20520,rio de janeiro,RJ
87142160b41353c4e5fca2360caf6f92,90230,porto alegre,RS
11305281b50fff20ae8bb473f8e11876,36500,uba,MG
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
bf100ecb7997df312b285358fb32f92c,83070,sao jose dos pinhais,PR
3504c0cb71d7fa48d967e0e4c94d59d9,9350,maua,SP
638cba8be1fb599bbb76fd6948351eb3,12242,sao jose dos campos,SP
df47da4ae86fa4db890d05aaf24e21d8,4360,sao paulo,SP
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
96493fab2fbb13a14d0c0e8772eef5c3,5537,sao paulo,SP
7c1fea10b5b006671d608b1d7c446ec4,18550,boituva,SP
99eaacc9e6046db1c82b163c5f84869f,14400,franca,SP
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
23613d49c3ac2bd302259e55c06c050c,13660,porto ferreira,SP
93b9a99027bd8bd6af682aff18dd19bf,7600,mairipora,SP
7ecef8194babfec876ca720714327841,13041,campinas,SP
30829ded4523ab9224b93bc49a62c95f,95360,parai,RS
d354c38a7182125a748cb10474fe963b,28495,aperibe,RJ
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
2138ccb85b11a4ec1e37afbd1c8eda1f,8250,sao paulo,SP
ef30892870c278497523264be1be2241,14801,araraquara,SP
d5b9a084373da994a6e37f732169a853,9182,santo andre,SP
f46490624488d3ff7ce78613913a7711,7194,guarulhos,SP
db46ca7bce82b11f7e247539271fc390,23080,rio de janeiro,RJ
ad420dd0c4f92f8af951ac24b86d0cf5,38230,fronteira,MG
e8b4225284fbb02d16f200513f1f395d,14960,novo horizonte,SP
f61c63d13f7cd800549d5acdd390ae72,18185,pilar do sul,SP
c8b0e2b0a7095e5d8219575d5e7e1181,8598,itaquaquecetuba,SP
160e4f13fd3a64b1b86807be88b5ffb0,83409,colombo,PR
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
33cbbec1e7e1044aaf11d152172c776f,95705,bento goncalves,RS
e59aa562b9f8076dd550fcddf0e73491,82810,curitiba,PR
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
6b90f847357d8981edd79a1eb1bf0acb,7152,guarulhos,SP
f62d7bb4a613ec758a03342d46b580b2,36570,vicosa,MG
db4350fd57ae30082dec7acbaacc17f9,3126,sao paulo,SP
6426d21aca402a131fc0a5d0960a3c90,14091,ribeirao preto,SP
8a432f4e5b471f8da497d7dc517666e2,19042,presidente prudente,SP
c092292535a57dacd95a8765f5518f87,26600,paracambi,RJ
20a8b0dc55da94fe74d112082427c84f,13312,itu,SP
bfd27a966d91cfaafdb25d076585f0da,13930,serra negra,SP
7ade73f1b9b4e965f9009a4c3a7e2c15,17051,bauru,SP
c03121937e54a93fcc1825c3098bbb6e,82800,curitiba,PR
42b729f859728f5079499127a9c2ef37,3910,sao paulo,SP
71271995e85f5b8530be99ed54a91b89,91360,porto alegre,RS
9c0e69c7bf2619675bbadf47b43f655a,12230,sao jose dos campos,SP
52f976b17ea7f2f087f56dcc419328f6,86820,california,PR
3586b8580d9c917874e053a1bb37b5ff,14802,araraquara,SP
6edacfd9f9074789dad6d62ba7950b9c,7135,guarulhos,SP
3e8bd881d92466e63ba9e3e809cd3c50,20751,rio de janeiro,RJ
8d956fec2e4337affcb520f56fd8cbfd,9780,sao bernardo do campo,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
5058e8c1e82653974541e83690655b4a,8583,itaquaquecetuba,SP
9674754b5a0cb32b638cec001178f799,4438,sao paulo,SP
dfa0c4c6229ab200a4a1336b4d7128ff,88085,florianopolis,SC
54583ab379489add547fe47b628db589,9810,sao bernardo do campo,SP
6c7d50c24b3ccd2fd83b44d8bb34e073,19025,presidente prudente,SP
3faf68a3b0af94b10bac70d86077be49,13825,holambra,SP
5cbbd5a299cab112b7bf23862255e43e,83324,pinhais,PR
ca3bd7cd9f149df75950150d010fe4a2,4361,sao paulo,SP
ba90964cff9b9e0e6f32b23b82465f7b,7140,guarulhos,SP
fe1bbc5feda5c8979a8a1b3b2512d5a6,38680,arinos,MG
23a0ffca143a15b9b5bbdb7d552f626a,13520,sao pedro,SP
32b8764b4ef628b53608fc34011fcc13,88504,lages,SC
e7df4cd29ab5abab70fb0783ddb53987,4122,sao paulo,SP
0432ead42b6c8a0bdf68154add917fdf,9320,maua,SP
2a261b5b644fa05f4f2700eb93544f2c,13660,porto ferreira,SP
f680f85bee2d253556ac91be391d2c82,6365,carapicuiba,SP
7ea5bfa6c340f58f8e71fc1f0412b0d6,30180,belo horizonte,MG
1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC
4170f6a9367e6b5d6401d03ce6d54569,71906,brasilia df,DF
6560211a19b47992c3666cc44a7e94c0,5849,sao paulo,SP
70b52a4cfc823994561b00bad161b4ed,2727,sao paulo,SP
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
febab0275244b9a49a623f0bd613ca2f,13920,pedreira,SP
d97df38225e5abadaff1e72cb72b823c,9560,sao caetano do sul,SP
a420f60ff1aa9acc80d0e42959f2b313,5138,sao paulo,SP
916748bc99315c2d202898ae58b1617e,18040,sorocaba,SP
ad97a199236354e53fcd91a5a913e9a2,88350,brusque,SC
c8665a4dd081a2c436b1cd921079d0d9,14750,pitangueiras,SP
fde0cc9ea29c8ccfc0a2c22256a58c71,81650,curitiba,PR
e63e8bfa530fb16910dd6956e592bb81,7160,guarulhos,SP
2646baaf662d4d92ac48f047e35db92d,3303,sao paulo,SP
13fa2a6c6b9d0f43cb588d7c82117a12,3567,sao paulo,SP
e4ebd3f87bf70440014f07ddda7fbe03,19470,presidente epitacio,SP
640e21a7d01df7614a3b4923e990d40c,14940,ibitinga,SP
d57e18d5f73c7ccb7f7339b61166898d,3613,sao paulo,SP
dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
3f8247d0f772ffa58560e5c682521ad5,89211,joinville,SC
4aba391bc3b88717ce08eb11e44937b2,45816,arraial d'ajuda (porto seguro),BA
4c18691b6037662be2df78a765d98ab5,3167,sao paulo,SP
95f83f51203c626648c875dd41874c7f,37564,borda da mata,MG
6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR
2089a6d640999f9b9141ac719b2af596,13566,sao carlos,SP
b32be1695eb7ec5f10f72d9610a12527,95012,caxias do sul,RS
b94cc9f10ddc85e4ba73a6f7974e7101,27930,macae,RJ
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
7b1222c3624aa89b9558b50a2594188c,15041,sao jose do rio preto,SP
b33aaadd1a8891d2dfef0c4c3bdf0371,13481,limeira,SP
dee656f0f566ed1aa85bd137c943f08f,12701,cruzeiro,SP
d673a59aac7a70d8b01e6902bf090a11,14940,ibitinga,SP
f3b80352b986ab4d1057a4b724be19d0,71200,brasilia,DF
ffeee66ac5d5a62fe688b9d26f83f534,15130,mirassol,SP
ed4311e67debd72b8610a5347a743087,7170,guarulhos,SP
f52c2422904463fdd7741f99045fecb6,9230,santo andre/sao paulo,SP
1354d51653f645349064725ed204e85e,1230,sao paulo,SP
bf00385a5f7fc1ef39a13c2e9ee50a5f,1224,sao paulo,SP
391bbd13b6452244774beff1824006ed,13082,campinas,SP
cd68562d3f44870c08922d380acae552,14050,ribeirao preto,SP
082e0bf4cb865a6533b1e8e498cc0255,18608,botucatu,SP
41da412d33e8da4f22baf55cb1bde82c,29260,domingos martins,ES
d594982fd877af63ace38ea1fca27c76,1031,sao paulo,SP
5bc55dbe2f12b6af6d83ed46023e0dc8,35170,coronel fabriciano,MG
00ee68308b45bc5e2660cd833c3f81cc,3333,sao paulo,SP
701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP
f5f1f2c5f923f36ad79ea1d07185ddc9,19820,taruma,SP
ea8482cd71df3c1969d7b9473ff13abc,4160,sao paulo,SP
5b925e1d006e9476d738aa200751b73b,4567,sao paulo,SP
fe2032dab1a61af8794248c8196565c9,13030,campinas,SP
1c56ffe0e9dea2657fc6e95b53f40b13,13575,sao carlos,SP
e0a366315b1b726b6c7832d664c0f530,2258,sao paulo,SP
2a7c6c0b0d5efde2bf75ec1e1cec2d41,87015,maringa,PR
4e17c65a516f69d023a2ae78b84f28d6,8673,suzano,SP
a8739afb32aaa45e01815ca76f76f54b,9850,sao bernardo do campo,SP
e3d3b3efac954a60d61be70b7e05b49b,3370,sao paulo,SP
33ac3e28642ab8bda860a2f693000e78,6717,cotia,SP
18a349e75d307f4b4cc646a691ed4216,1319,sao paulo,SP
a72c2f59332659e361d647515c698798,95270,flores da cunha,RS
b55638ad525e906c698fa2ce742c1742,88780,imbituba,SC
be9a160a9011f627c3e121d076c1ec7b,89256,jaragua do sul,SC
12b9676b00f60f3b700e83af21824c0e,95780,montenegro,RS
ef2fbc2b607d8492bcffe657a4645434,20051,rio de janeiro,RJ
f918546be4bec7104d117789ba758b2b,5634,sao paulo,SP
4091f77d8c768fc3e81c20761471761d,3059,sao paulo,SP
612170e34b97004b3ba37eae81836b4c,93542,novo hamburgo,RS
2a84855fd20af891be03bc5924d2b453,30111,belo horizonte,MG
4b39558c138930b9e5489c93b6df5fe3,49055,aracaju,SE
4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
2059c39f76271d4ca3f15b5ffaccc8b8,81930,curitiba,PR
5a05a16bb50629ee31afab8a6d4c2674,95076,caxias do sul,RS
edb65fe661681b1c0de8bd47c8655855,8111,sao paulo,SP
8cbac7e12637ed9cffa18c7875207478,89254,jaragua do sul,SC
fdb9095204a334cd8872252ffec6f2db,3331,sao paulo,SP
2dee2ce60de9709b1a24083217181a1f,78552,sinop,MT
f84fa566034f5e8e880a07ec624c56af,13330,indaiatuba,SP
f4c4daa86e30c7e5a553a8d518ac03a5,85801,cascavel,PR
6c1b6d0c604b776f844125f911eb7377,5051,sao paulo,SP
a888faf2d1baececa6baf9c3d603ee1f,87502,umuarama,PR
609e1a9a6c2539919b8205cf7c4e6ff0,88359,brusque,SC
c79151301b9d90985d1fa52879213105,87083,maringa,PR
001cca7ae9ae17fb1caed9dfb1094831,29156,cariacica,ES
2eb70248d66e0e3ef83659f71b244378,13101,campinas,SP
6061155addc1e54b4cfb51c1c2a32ad8,13043,campinas,SP
c6bda72e4dbf5c5866b13cb1810c6d03,3087,sao paulo,SP
365e4bce19bda0082c3d15d83fdb8bcd,9570,sao caetano do sul,SP
e882b2a25a10b9c057cc49695f222c19,25963,teresopolis,RJ
9baf5cb77970f539089d09a38bcec5c3,13330,indaiatuba,SP
f4a04f7be452aa3bb31760bf00055dd0,9010,santo andre,SP
dbc22125167c298ef99da25668e1011f,37564,borda da mata,MG
048c2757535328e0d7dac690ad3c0aae,14406,franca,SP
b127efdabeffb5d559349c7b172eb75d,4308,sao paulo,SP
951e8cef368f09bb3f3d03c00ca4702c,14940,ibitinga,SP
d91fb3b7d041e83b64a00a3edfb37e4f,11704,praia grande,SP
3d5d0dc7073a299e31fa718ce1bc00b6,22785,rio de janeiro,RJ
688756f717c462a206ad854c5027a64a,7094,guarulhos,SP
9b00ed88b7fdb95d6ff76e27c1b52d16,8215,sao paulo,SP
c864036feaab8c1659f65ea4faebe1da,83605,campo largo,PR
ba143b05f0110f0dc71ad71b4466ce92,2274,sao paulo,SP
4e0d109ccfba9a1151c103049880c857,25550,sao joao de meriti,RJ
5f5b43b2bffa8656e4bc6efeb13cc649,4880,sao paulo,SP
7bcd7c5f8631701474db233ccf1c094b,2047,sao paulo,SP
d9bd94811c3338dceb4181f3dbc0c73e,4186,sao paulo,SP
dbd66278cbfe1aa1000f90a217ca4695,5588,sao paulo,SP
e7d5b006eb624f13074497221eb37807,9291,santo andre,SP
c7fdb77fdbff3c41981bc52f787e959e,9111,santo andre,SP
63b464dbf392c7b80d12d932fa7cafed,2034,sao paulo,SP
9c068d10aca38e85c50202e17b4a7e88,79400,coxim,MS
7c67e1448b00f6e969d365cea6b010ab,8577,itaquaquecetuba,SP
66dc1b1632bd6a3e508510c5b3492107,17210,jau,SP
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR
43f8c9950d11ecd03a0304a49e010da6,6341,carapicuiba,SP
257e61d3251fb5efb9daadddbc2cf7ca,86804,apucarana,PR
c60b801f2d52c7f7f91de00870882a75,7174,guarulhos,SP
eeb6de78f79159600292e314a77cbd18,88501,lages,SC
4bf2f4ee540798a61f9636d12cd9cc80,19814,assis,SP
25e6ffe976bd75618accfe16cefcbd0d,5503,sao paulo,SP
1d8dbc4f32378d715c717c1c1fc57bae,86706,arapongas,PR
fc906263ca5083d09dce42fe02247800,31030,belo horizonte,MG
ce69a8021d18961dd2a40269b7c2c293,81070,curitiba,PR
b5e3e38609125694d2ea2417522a60b7,88020,florianopolis,SC
bacb1f0ed56ad24198f5810d2b3fe9a5,12328,jacarei,SP
2156f2671501a81034d7d07f217609d0,4776,sp,SP
de0c78824586e9a5f5f04fd84e25df39,6730,vargem grande paulista,SP
128639473a139ac0f3e5f5ade55873a5,87050,maringa,PR
7a241947449cc45dbfda4f9d0798d9d0,37590,jacutinga,MG
7e1fb0a3ebfb01ffb3a7dae98bf3238d,14403,franca,SP
376a891762bbdecbc02b4b6adec3fdda,74323,goiania,GO
1dfe5347016252a7884b694d4f10f5c4,14940,ibitinga,SP
25c5c91f63607446a97b143d2d535d31,35680,itauna,MG
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
40d54b51e962dbe09cabbcfd33298dee,9230,santo andre,SP
70c27847eca8195c983ed7e798c56743,20930,rio de janeiro,RJ
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG
058cb5aeb36d7c0fcae20fc85d5e0a59,21635,rio de janeiro,RJ
0dd184061fb0eaa7ca37932c68ab91c5,7031,guarulhos,SP
7813ea3ebd9411dc600b4dd01f7a97b9,6018,osasco,SP
777a0c55737f34ffeb78010f7542ab41,1541,sao paulo,SP
c3867b4666c7d76867627c2f7fb22e21,14580,guara,SP
0bae85eb84b9fb3bd773911e89288d54,88301,itajai,SP
058fd0aa2bfdb2274e05e1ae971dabb6,9020,santo andre,SP
07bf9669d84d1f11be443a9dd938f698,4761,sao paulo,SP
08633c14ef2db992c11f840f04fad4cd,9416,ribeirao pires,SP
f419677537694f0462a91990df6ca44f,9750,sao bernardo do campo,SP
8c0de775f52fe41590b376a3b7c50f68,13178,sumare,SP
5b8154610ebb21fb90eb587365e673df,12246,sao jose dos campos,SP
17ca9b9e9b9ef8fdb529001b49ebb50f,32677,betim,MG
9add47bf45ce8e8c7db6b9cf670b1e09,83830,fazenda rio grande,PR
acce39e832338debb07b02385cde5967,32110,contagem,MG
b2c97074649f92197d9387d9033dda5f,18604,botucatu,SP
f262cbc1c910c83959f849465454ddd3,3564,sao paulo,SP
14ee35374a7876217954b5fa08e50463,15015,sao jose do rio preto,SP
432c37c9dfba871172ec162e20118b8c,70235,brasilia,DF
e9511df20ccd82658a30c37b7fb343af,17026,bauru,SP
4c8545742faaf58fafd5fd14d25d75cf,15603,fernandopolis,SP
d8c7ba53e7e38711eaef8c2849d6d2e1,87120,floresta,PR
6338ea67c41078a46ad99cc009654956,95170,farroupilha,RS
65febd49fd28ec955651299159b1f527,3275,sao paulo,SP
9a84ba99f5367fdbd4598363496f1ea2,72801,luziania,GO
4ba52dfeba874da5b9ee7b17c7494f04,8790,mogi das cruzes,SP
5b581417df4480f632484ba681e53944,88050,florianopolis,SC
2a6fbeaa7ab9e5d59a35841a8da71ce4,89259,jaragua do sul,SC
1987cd4be10fe09ee50454f9c354d1c6,37570,ouro fino,MG
ff1fb4c404b2efe68b03350a8dc24122,8710,mogi das cruzes,SP
86bf77bdb52e615674772d5817c6212f,94410,viamao,RS
6860153b69cc696d5dcfe1cdaaafcf62,13360,capivari,SP
903037660cf848a717166eb7a06d616e,5734,sao paulo,SP
f08c008c8a8d31417763738a1788a2a8,85875,santa terezinha de itaipu,PR
bf3c6d2a28b2b5501e6c15448982dcc9,4180,sao paulo,SP
49cdc90518a4f82676b38b3c1aa43ff6,3031,sao paulo,SP
066a6914e1ebf3ea95a216c73a986b91,85863,foz do iguacu,PR
6d66611d7c44cc30ce351abc49a68421,4378,sao paulo,SP
3d8fa2f5b647373c8620330c4e077a9f,3031,sao paulo,SP
76d5af76d0271110f9af36c92573f765,3194,sao paulo,SP
729f06993dac8e860d4f02d7088ca48a,13481,limeira,SP
b77a27b1864483e721dc831d5ba4afa0,25251,duque de caxias,RJ
cc419e0650a3c5ba77189a1882b7556a,9015,santo andre,SP
0df3984f9dfb3d49ac6366acbd3bbb85,32604,betim,MG
7008613ea464bad5cb9b83456e1e6a8f,89460,canoinhas,SC
52ac6f920b7280e4c6d30dd94de6259b,83321,pinhais,PR
a06c8ff043abea0528ee44171e2140a2,35501,divinopolis,MG
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,22775,rio de janeiro,RJ
