order_id,payment_sequential,payment_type,payment_installments,payment_value
64d7ed1c4e843c97738d861140943a73,1,credit_card,1,188.5
97bcc96998b24fe6ee7cec4ae04001df,1,credit_card,1,45.09
42179e8f527c0f76eec0b2a37a284f4d,1,boleto,1,101.92
5fe9874b96028c851e35c1c28aede4c2,1,credit_card,3,167.77
b09b18fbceead5d238576060df8d45cc,1,credit_card,2,90.45
38b80ac02e3ce34b306483fc57a33bc5,1,boleto,1,35.86
d1ccec3180d63d8bfd37f65d34f07da5,1,credit_card,2,27.67
444ebbf5602b5acdad22e0b4a9951bda,1,credit_card,3,372.72
c7e1e46af92704b1c2e1924de96e7479,1,credit_card,2,132.64
c6c17394464f987209982d3f1423f068,1,credit_card,10,139.8
509952a95c250007c345b4b929663dc6,1,credit_card,6,136.91
099b01b8cc6b861aa593247b2f7e0b7b,1,credit_card,8,169.0
43070b94b6d741a764e8e1ba4a2ea91d,1,credit_card,10,1310.95
2ac00a6a0a00ee7f8e2b235f8e361006,1,credit_card,3,122.92
ccb3e2fc8477b6fd3e3edf0dad0211b6,1,credit_card,4,235.12
087c44ddc65697d4a3a2af9234c5a22b,1,credit_card,1,66.25
778d960ed98fe278fca42ee20d002b1f,1,boleto,1,64.03
0c31953b008c5e98882d436f4298cde0,1,credit_card,4,108.3
578daeebdebcc19bd2dcba1f6b06b3ce,1,credit_card,10,108.3
6c6035b5c538935be5381cff46351355,1,credit_card,1,32.69
989788f1c17a087572e29eb4fc130983,1,credit_card,10,103.11
ecc72b676b14179b5bd30e446043c1d2,1,credit_card,4,46.85
bb39cd2f2f58e93ae10568be5cad1b58,1,credit_card,8,188.5
7b4cc813e327ec14c78f547a763f46b8,1,credit_card,3,399.35
07e74b39ce62a7c6f7063b3168748191,1,voucher,1,136.64
29182856a24c6eeb1d7b81ba1fe63190,6,voucher,1,6.55
8092da256aefda13b330290d2ca86521,1,credit_card,1,105.26
717903b4b996a7ae799b0c76b779fa0c,1,credit_card,2,43.29
cbf962ea0d3753eb77e28f576f636f71,1,credit_card,4,268.88
a84c6f3ee879e72955a3fcaa2dc55771,1,boleto,1,205.98
db60e917f3e707779a0efd2b52354951,1,credit_card,10,224.14
e1a86e22da680449cba8e136ffa97f8a,1,credit_card,3,163.53
b6b7ebd3ab897684bb22eaf084f8f299,1,credit_card,1,60.85
084ac56b13107e32ab92934f70638bc9,1,credit_card,10,1271.98
70c50ba283cdd637ec95a4c0b0821a7b,1,credit_card,5,92.57
ff3753fe031ab5314a80e05249ecc275,1,credit_card,10,154.3
bdce854b86e3fe8851225cb4d17f0776,1,credit_card,1,18.94
a8011c5b1b6536063a53c05cabf56bb0,1,credit_card,1,31.77
8fad1f3654133d30218cd4b6fae827ee,1,credit_card,2,73.34
80f206a25c4f2cfb8f12febcb3c3baba,1,credit_card,2,114.85
ece3ab91bd67ba73563dd0468fc3bde2,1,credit_card,2,244.27
1f11f0ab2b0ec59d0ec45f7f810a04f8,1,voucher,1,27.19
02a98752595ee9d94c570ad3e18055b4,1,credit_card,2,80.4
a9c74f167b0d8af61d6487fc21934f7e,1,boleto,1,246.23
cb2acc8f1def3d443b4716cdc8188102,1,credit_card,1,35.69
cd3e9759dc483946db2133168746fddf,1,credit_card,2,185.57
062bddc5be851fec2b59598cc33498cd,1,credit_card,10,1549.41
20cae0a28869a4321d8fe372731f80e0,1,credit_card,1,85.8
ba75b10a16e530cca75088408909b325,1,credit_card,2,104.21
04c3465b312fdf85de8e4cf4dc186600,1,credit_card,2,22.2
b0200f320613faea21c999a90efa28ab,1,credit_card,1,69.93
bfa2d90f225e338dc4f848b58789a3e5,1,credit_card,3,38.09
3619a073d29c01c4cfb83078a695f13e,1,boleto,1,67.3
131bcb82ecd96d251fa7eb8bb1f1baca,1,credit_card,1,375.25
e670e635e13b902d8de6bdb5026d9a88,1,boleto,1,60.0
02dbd29bc7a490d582762fae9f0fd997,1,credit_card,1,19.95
909848fc22bea821de7a92b2dc614338,1,credit_card,1,99.9
57a05984170fbb84344898547914f22c,1,credit_card,8,106.31
588c0e3b460d83b9cd8a270edc0f4da0,1,boleto,1,204.2
9e7147a6ff3d5299da2672e1c64c9c49,1,credit_card,6,87.44
0814daa4d12a646aeb73c429d5852f4d,2,voucher,1,47.05
0f2f7e210f5079ed1f797cb4aed6dfbc,1,credit_card,1,212.52
9e96e482f747d3cb997cff90397a37d3,1,credit_card,5,56.78
e19a8635d806af6ae2d20b3de998b0c8,1,credit_card,1,120.08
c82a457d646f77c8f151e12a3e517ed2,1,credit_card,3,145.0
0f286dcb49da58061b9ae488027e4033,2,voucher,1,50.0
5ab5ab13fd02495f204ffe2724aecf49,1,credit_card,4,47.68
8549f693ac0aefd770eee2cdd7e18e08,1,credit_card,4,43.09
ea9a48e8b350731ae78378381394a086,1,credit_card,6,271.24
8490980aaf59839a601c4184474b9220,1,boleto,1,160.57
b948b354fbf88e12e43fc0877623eef9,1,debit_card,1,244.22
34a254b2668083c77b9158c151571877,1,credit_card,1,34.09
e6bcb00ca5426e9d00b50f8eeee367c7,1,credit_card,4,114.44
dd71d407875ef4dd2c29c8eabd2bc56e,1,credit_card,1,107.78
0f286dcb49da58061b9ae488027e4033,1,credit_card,1,7.68
4a7bd485a7782360556161a38c725e5b,1,boleto,1,50.13
048f3e9b77a965f84a501a7f29076128,1,credit_card,10,454.48
4b42a606687e048a7a33669b84bf8690,1,credit_card,3,145.18
51c064ec2d79d398b30db3f8e1de8ec8,1,boleto,1,38.63
c0ad22fb83f1019e8abbdf1d38ffe6aa,3,voucher,1,51.17
a739570c1cd11112aa1fc229a15155ac,1,credit_card,10,204.24
5433a0ef395e151f154279cd3fcde661,1,credit_card,6,158.45
2259c28617dcf9c2ed34e78bb3dfb562,1,credit_card,5,71.35
f939e2a89376e44158657a15465cacce,1,boleto,1,308.61
78018da6cd678e170c59e759cfb4d754,1,credit_card,2,48.7
6b0e4ed8dcbabec5410a8b28f0405cd6,1,boleto,1,180.85
dfe927ca4859176d7377a7543078d4b1,1,credit_card,2,32.83
227881fdf69e55ab7906b7a818dd5e39,2,voucher,1,128.99
fe8568b0167c1e87d6f1dab1033c9278,1,credit_card,3,179.36
e504f586e9ffc862cad95482af740af4,1,credit_card,3,89.25
2bc1eac46ee8d6fad3f7369668f1bdf0,1,boleto,1,100.7
46513a6be6229688ac9b3144f995f95a,1,credit_card,10,141.53
c41d48eaf09ea5de1864866821efe3c1,1,credit_card,3,202.17
f8046b5049a674585e048bb954e3b494,1,credit_card,3,316.4
a4de95599a7ceea15c118d8a59c8d574,1,boleto,1,64.01
b64b31be08d0151c4115537cbef3dc06,1,credit_card,1,74.39
1f18d6138f5af59adb5a379ea575d555,1,boleto,1,69.22
b1bb317f7d7fdeefca25499d3e62cb48,1,credit_card,3,39.4
76279ee78a4924f44a3a83ef23b169b8,1,credit_card,4,207.58
b18478bbf9b2283e3d12452f69fd9ce2,1,credit_card,1,84.0
d5126e0c4988c70a3808041792214dcc,1,voucher,1,45.96
bb787d6e68f079fbf94e8df39219086d,1,credit_card,3,38.03
0d6b94a6fbdff968503c0aa3e7bffdbf,1,credit_card,6,296.71
2d3c3cbfc3286b15ef13547f94567459,1,credit_card,9,97.2
cf08f889cfc7f4e20d52cf7c6828eeee,1,credit_card,10,175.16
88c588c116fd06fb8e48dd83af88ec4a,2,voucher,1,27.75
672e1607b26c5a9e1ec3e1e537af3257,1,credit_card,6,347.05
6ba0683fc45576a6050dfba5f9c41bb1,1,credit_card,5,219.49
678563117c6bcedcb0f9d98e8f3faf23,1,credit_card,1,1.15
d1ab8de1e279bd8a55e4135f83d5c599,1,credit_card,10,198.48
de5569837d26b78e94dbcf0d72e29ba2,1,boleto,1,94.96
d44df0d4c71052d8b2a3bd5c50bd42b5,1,boleto,1,84.99
e7d3f9457c859cd5b63a25a4c2afb2e0,1,credit_card,4,50.09
94a4d00bea6790d3c810c6b2f56b4d65,1,credit_card,5,134.19
5c51684e9930d09a7f209a96c71064ef,1,credit_card,1,86.14
859a1faf872d345b39b31e3c9e044325,1,credit_card,3,79.56
12aab7cb25bc6ae86c66cb3e7dc35a76,1,credit_card,10,546.65
7c921161980003eac272f619f2fa5776,1,credit_card,8,169.31
7b1c9d44d6e6a5fa56cc9d084f9e1698,1,credit_card,7,150.59
c6f49d29ad6cd1c719dc77e8a432154c,1,credit_card,1,57.98
840a030c24ea3c06dd506a43ce2a0c17,1,credit_card,3,248.4
3fe67b23f3a9532482fd5c6dda351895,1,credit_card,3,42.75
1beaf0622df76c7b2b3be0746722f381,1,credit_card,2,79.39
544d4de462a8ad0d9492999b6708ebcc,1,credit_card,1,341.62
8730eb6033096bc99877b2f10d4de04a,1,credit_card,3,94.4
b9e94fdb4a15c04cbde632c381826608,1,credit_card,2,129.09
9570e7230d3d4ecaacbc7843e6646b33,1,credit_card,3,72.66
1d637e7a91e7c3e0e94a91cdf693855e,1,credit_card,5,73.56
dd65c324819cce121f105ad9d9afa866,1,boleto,1,77.16
ceea3b56a13c40b2f0186e69472ac7cf,1,credit_card,4,264.06
60b4528b577937165a412ba177de3606,1,credit_card,1,30.06
673414c4a1bf9b72b8b6ff0d9decdfc6,1,credit_card,1,148.22
a5db57e596494a2570d250dea03da4ce,1,credit_card,1,36.69
1d911134e95ec6f299e80fe19b5b88c5,1,credit_card,3,50.24
8382255ca7fdc3ec278ab4c83aef9122,1,credit_card,1,92.9
94f039fd9c674f33650e01915dd3dd43,1,boleto,1,125.23
17421d31a07ce8e9c61fe6b1adecfdaf,1,credit_card,2,357.13
0da06a931a4d76045f42c40211501383,1,boleto,1,73.34
98200dd99e0bfe78c2d1378ad05fe51c,1,credit_card,2,115.84
34fd3e758f03c7fe6169308d0fa11582,1,credit_card,6,180.62
e5a8f99e473fa6880bc2672805460e4c,1,debit_card,1,38.5
bb102364b6a29f9f8683f21e5825595a,1,credit_card,1,20.08
4cb7d866ce5acba93c58383df3081469,1,boleto,1,131.47
fddbb434bce33723969c0d1950649dbd,1,credit_card,2,107.46
654236657c61378a35416f08170ff0ad,1,credit_card,1,81.68
5e2150868494c26407f39ac03c5de246,1,credit_card,1,49.72
5e5fed142a552be6d6f1e04a800446d6,1,boleto,1,85.14
0a7f4604ee9cab65020038275efe1d76,1,boleto,1,72.18
8f2b0c41d21837f8c6d4682867c66ffb,1,boleto,1,74.63
0b87d9e59c7c19b041fe36e77aa33a42,1,credit_card,2,64.62
89e2bc56c561f718d762250d9d6eb0bc,1,credit_card,2,112.92
4667b0530b09d78c08bbbc0f8b6f899e,1,credit_card,1,41.11
04287a84357d7a29361c0948ee9bb4b4,1,credit_card,2,66.07
1e05735291d8969fddb706f4fabe8725,1,credit_card,4,668.95
67b50899f52995848c427e361e10dde3,1,credit_card,3,108.43
6f8ef1903034bc19ff5a5c51dbcec604,1,credit_card,1,103.2
b4c45d4cc2a2e24e10d4e20bae928819,1,boleto,1,27.75
678563117c6bcedcb0f9d98e8f3faf23,3,voucher,1,23.5
c0567ba9f6736e00d05c404aac7c9430,1,credit_card,3,32.43
2f8f31eb2f7b6572836d662a6625c8e4,1,credit_card,1,127.58
3164a0591e7349349b8f57437a76133a,1,credit_card,3,111.57
60ddc3cf31819e316702f9ede42e26c7,1,credit_card,1,93.84
b97ba3fb5b212d01ef75f4f4131c1207,1,credit_card,2,85.81
70217ba6c09626a3f4b980eac7d98a1d,1,boleto,1,53.1
9eaec2635ebf99416ead21c62ef53f67,1,credit_card,3,65.0
38b0b2a81ea0f8c9feec0554fc6cc3c7,1,credit_card,10,671.7
3c31676dda1c2731a56d31f4157f72b4,1,credit_card,2,141.15
ebcb12dc163784a4dad2cddb8feb64aa,1,credit_card,2,171.22
d4807c19de2116d311ed3abe6ee42d8a,1,credit_card,10,333.51
3431dbb0c64629bd76dc81b736c46e4d,1,credit_card,2,394.09
692fd4925e0a7e3c946566b4626f0f75,1,credit_card,2,128.27
f989d3ba2acbcf3d6168a67eef142f3e,1,credit_card,3,63.65
a0b1ffd30c671f95ed8065ce07d10470,1,credit_card,2,105.92
cecccaa359491439461332bbb0dad3d5,1,credit_card,2,206.84
fb66173878dcc988e4e3e1151901b298,1,credit_card,1,127.92
64582c699f99b4dd3c326b13c3bdc644,1,boleto,1,803.92
87f41ac2bb62582fa23ddb02b79ef724,1,credit_card,6,179.3
24c6142a989e2c7774a57791c8cd449d,1,credit_card,8,270.66
115abcb04c714f37dea22d04e52f35cd,1,boleto,1,519.48
e18cae15f26662973fbe293e695ffcef,1,credit_card,1,96.52
a967b2911a10315ea9e93191515fad0c,1,credit_card,1,4.18
57a382ec5b2ec69093d3bdc7de3ec927,1,credit_card,2,504.3
6659002983cbc0fc582729e3aa1feaa8,1,credit_card,2,68.04
eda22ec044e1100ad6ac68b6a93afff3,1,credit_card,4,91.19
f9cfd7e4eb2776cec1a63a59a1305e9a,1,credit_card,1,118.79
d367a93b215e8828942054fc3799c834,1,credit_card,1,40.87
e0ff8fbdba29b1192269bb50ef72245e,1,credit_card,4,226.05
f48a1909651bdf6645b2cc6fa8e8ea1d,1,credit_card,2,168.65
ca3a17e05aaef4739aa16cc63be8a117,1,credit_card,10,472.41
3acbf8d525d03b71546282c532a3dc6b,1,credit_card,3,178.1
9822680d395506e5602b3c1ea555aa61,1,credit_card,1,49.37
5629fdbbd11b9755743ba8b8f517f8cc,1,credit_card,11,113.46
18ad70ae2189f1e18a644ab94300c46f,1,boleto,1,66.14
7e4d4a50dc999bcf59d2e055db0f4b37,1,credit_card,7,79.56
24ceed9729a86f5e36fd61ae94183817,8,voucher,1,39.08
566c5bff1142c9d6003a83fd2e8ad1e5,1,credit_card,1,17.17
d152d9b39cef5941978b389e5ffee780,1,credit_card,1,50.76
fb9b2930f4a30f96c7cc98eaaa85e5f0,1,credit_card,5,84.43
dcd9b00fff62919c208f9e424f8b2c13,1,voucher,1,65.78
621d22173590d292319c7a2f72ce76f6,1,credit_card,4,146.12
897fab0704eda65c69520010b02a3fee,1,credit_card,1,52.05
a201a3d5774c7b81c6a50dad1be5f488,1,credit_card,1,94.12
93b68446f352031c3899ff57f76f0a68,1,credit_card,2,135.22
e536cdf72fac1ac0394ce265d37d22e7,1,credit_card,1,78.97
2591fdd6cc7718bac11436b57abd8163,1,credit_card,2,135.0
5b71dc5aa10d933a7c579eadd1da1894,1,debit_card,1,43.28
fa0eabdc8b8a7fb4e0e95a2b70dabf8b,1,credit_card,2,105.96
ee878ee16f84c47738cda240e8550a90,1,boleto,1,27.8
52d5bd7c9cfb54cf72f3c9ac55bbb0dc,1,credit_card,8,310.85
abbf8270415671551b11b0e45c72eeb8,1,credit_card,1,74.61
f23809a318245a674bc438904349ec63,1,credit_card,1,90.99
fe60bad9c284d296c50b267f32a70da8,1,voucher,1,103.59
9d578363f05f0a4f13c35ca532f88192,1,boleto,1,261.01
17229fc3b255deaf774bd892c1673951,1,boleto,1,97.85
11921adcbd013757ba6f287c03929bb4,1,credit_card,8,82.23
54082a3f0c13598bb5c2b3bb78bbbee8,1,credit_card,1,82.48
1f9102e61cbd0d6147b706875c920a72,1,boleto,1,42.59
6228b5ff5e2a9f1cc96101d4c6c08d10,2,voucher,1,200.0
c5d3fae065a8090bae39f4f34b14cd06,1,credit_card,1,8.53
80000ae9d118d79953522e35cce34f13,1,credit_card,2,121.72
c751f7b0f44fcb8bd374ef518ad5c466,1,credit_card,2,140.5
825c221a4e981f278e9c5ec6ead83a3f,1,credit_card,4,87.44
ec34ce0f06a9a35ebf0f0496d595bc84,1,credit_card,1,126.68
2b9319f90cac6853394132c982ff27bf,1,boleto,1,172.81
3b9de7cf25713aac3ab7e5cc48d83983,1,credit_card,3,135.05
1226bc7c4bdd186e5e12d4c3ced73cac,1,credit_card,2,44.5
291595e7702bf69af75b873bc983601f,1,credit_card,3,93.52
43c20095b0f5f569fe0d24426cf8a7d2,1,credit_card,3,30.69
41d7166cd7b904ab5eb52a1fb6783e5f,1,credit_card,1,447.91
8783894e49c4c084d21c71b16a5aa83c,1,boleto,1,153.54
b3424a1c4c3af064d3472b285180bed0,1,credit_card,1,116.94
fb04716648402d4fd6f8158e51779fa8,1,credit_card,3,272.61
2074522aabccf07984a2e77f7219ece5,1,credit_card,10,669.4
baaaa6a46bf8f53d113193a6a23efbd4,1,credit_card,2,185.94
04a59fe46fc5aa341da5378c195ed53c,1,credit_card,1,75.18
d57afd1eb0696854d3351e5926aa9813,1,credit_card,2,139.89
18d0a01d343f9a3789e7ae38fc92f907,1,boleto,1,52.84
722e56aaea810aa3e171228dd28f37f4,1,credit_card,8,198.94
7ec0aff65eb09ca0d03ca5b64e67e4db,1,credit_card,1,28.87
0cf3d6e83dcc1117999a235fd6dae842,1,boleto,1,112.62
32733fc014b67ef70fa6039dd8c6ba82,1,boleto,1,256.05
f05fbff4a434f4d0c1e09000bf45f06f,1,credit_card,5,84.92
53c7592439c12d02630c4f0da48614bc,1,credit_card,1,115.36
bef03713fe5980450be9ff427e26b699,1,credit_card,2,58.08
7b1ae58b5229a97d804f2275f3cbd3ed,1,credit_card,8,83.57
fd22bd0610424ec9e62c1d98288b51e9,1,credit_card,4,45.86
28f079a1f1568fda3a17841d6fe48390,1,credit_card,3,66.54
03181fddac1b424c893821ec539b2abf,1,credit_card,1,15.77
96dd4c9c90277943c551ab185303685e,2,voucher,1,55.2
3be070ae2edd92621c933c5341674b4e,1,credit_card,10,191.07
5e8c4235c5941812c1831d835ae020fd,1,credit_card,1,148.69
3dc2e037b872ca03f5b91028710abae5,1,credit_card,2,155.17
708819b15b92924c2b0045e5e0a41c5a,1,boleto,1,65.0
a84212c880e5635e2a0888ba25c027c7,1,credit_card,2,96.49
8c0af913eb525b355c4997a2a4166696,1,boleto,1,172.55
e1000df659259b29cb73a4798ccd7454,1,credit_card,1,84.59
76ae7f8d0104f4808d4a93f4b81661d7,1,credit_card,2,59.85
99ea7908cd1e043462057874b180e3fe,1,credit_card,7,167.64
e68a0761535bd432bb847f4ae7b7b4c0,1,boleto,1,145.66
479715da59efdc67c1722f985a94d18c,1,voucher,1,42.0
6d885151b431516792fbfc7d393c90cd,1,credit_card,2,163.7
9682fc7d34f0d1e84959ac32aca9074e,1,credit_card,1,38.22
9ac3e0dd6aeb10079e605b2e0f1cd7de,1,credit_card,10,576.88
3772bd82db6b988f9a7008bdb3a4b729,1,credit_card,4,116.94
34e974a7933cdef65a81519b29e3bb26,1,boleto,1,144.54
088858a852d62de0c175c9cc4bc0ddb6,1,credit_card,2,111.76
829c29b2306beafb02c306ffba041e8d,1,credit_card,1,33.72
bec5e390bd832706d84b46aba9c4a83b,1,credit_card,1,26.79
290673dd0e92d677725fdb80ce26d46f,1,credit_card,1,55.01
4ecf494be87ee7b768460fcbcd0389c8,1,credit_card,4,272.54
68e8ce771060f901302ac23924bd1400,1,credit_card,1,354.75
d192eacb35dd2f0aa30709fe7560ee4a,3,voucher,1,38.99
1a122ca21948df08789d7d88094ff11f,1,credit_card,1,136.37
99f10393ec3328b3b416a154afd5d714,1,credit_card,5,155.14
3d0acef161147c90c2fd5e7cd8e199e1,1,boleto,1,86.24
5e434db83bb70a40ee87ceafd1164700,1,credit_card,1,60.23
ab8d7e03c02e35b89d4eee1dd9ab65ca,1,credit_card,1,31.38
db98938fd988c1be7290b8fda2801afa,1,credit_card,1,58.03
d9d4008eda3f55c6d4fff91cff923793,1,boleto,1,61.75
b167109334768a2c342b85139a6437d6,1,credit_card,1,289.55
12f55fbb20dd8ff71113349776b5642a,1,credit_card,5,148.28
ad6dfba4eac734dc19375323e0bd3abc,1,credit_card,4,65.89
eb4c34f6c71f98b594e9df32d8e3c851,1,credit_card,8,136.1
c1559efbfbb38d83f6280b505bd3e0df,1,credit_card,3,36.26
3f80947ce4ab2d28cede3db5c92e44d7,1,credit_card,2,119.12
d0083f5db0e3fade5d9a7dc768e8df46,2,voucher,1,86.66
470ceef9068e1385a280703397af31e8,1,boleto,1,118.25
c4a4340f8f35d5289ea5eb4dd44815f4,1,credit_card,1,124.32
ddc7e0a6253bc5f668507296a8d17c85,1,credit_card,5,58.62
4f0a2c058df62bfe77f0e0e1e1ca66eb,1,credit_card,1,137.55
5fd0b812a7ad786c02970c4223ef1dff,1,credit_card,6,648.82
6cc8ee95fa041110dc49df7e0a2e85b1,1,credit_card,3,62.38
9def7a5fa150d19b1aaa252828db8df9,1,credit_card,5,81.04
1f38d4b0b64e26e3aa96c3e8a4afe95e,1,credit_card,3,163.02
faa01b7a24d0ba51d0d0ec652cd9b745,1,boleto,1,69.13
46c99067d2014deb825b963f5acc76da,1,boleto,1,213.79
707b67c6036569d9eba912e2c8609ee4,1,credit_card,8,103.02
8f7075f9808a783f9794cf5f7e1860d5,1,credit_card,1,125.2
ef160b1ef2464ef2521274c790ee0cef,1,credit_card,4,382.62
24bfe29693d0dbabd5e08b3b3bf1064c,1,credit_card,6,221.19
652feb1d4ad368d93e848e3e211445e1,1,credit_card,4,100.35
d7b2d3b902441cf3dd12cd125533217d,1,credit_card,8,107.78
cf5d7dcf1c4473152f3cf16bb9e6584f,1,credit_card,5,561.92
e9977cc6d0f97447ef0f4fcc2e082fc8,1,credit_card,1,85.15
29182856a24c6eeb1d7b81ba1fe63190,7,voucher,1,8.1
09fd9b0402ed675bbd1ee1e81171ac7c,1,credit_card,4,166.38
a6476259927be2539b760baec362ce92,1,credit_card,7,79.17
71564d5e5450bf310e411bc3087b2903,1,boleto,1,71.49
0c7f78afde3e635c59eef76c3f1a5ea5,1,credit_card,1,53.58
a9b40a5190a294e3d8f733c1caf32934,1,credit_card,5,97.51
af5d413777456d2f4998309c81c2f387,1,credit_card,1,87.71
74748a8ba7d523ab46fe3354996609f6,1,boleto,1,257.02
d99c77f6eb93e9cdfca26e997f54530e,1,credit_card,1,43.22
e317f41180b8a6fa3ce86b6fba6ac3fa,1,boleto,1,158.27
60243a953c19e3606e7757264ea2ad3e,1,credit_card,5,102.03
d24cf30658f279bb1e8677169e43e44a,1,credit_card,1,75.43
72dae7e56901083df5f2cb3dd2d4841f,1,credit_card,1,33.22
5875e5804ca85e3b4c8dda7a7dfce4cc,1,credit_card,8,197.97
b0708857586f16e3ada17925950a87e5,1,boleto,1,70.89
e1d88321521ac026d9bc246154ee558a,1,credit_card,1,77.09
de1404a068c6c8c909897886a314bad7,1,credit_card,7,87.57
00471463a6106056c1a2a809f70de640,1,credit_card,5,265.96
b8d5cd6eb84d7b61c5c77ac4cb0b90b4,5,voucher,1,8.72
31c2a4ddeb6a9db03922009a2dfcb254,1,credit_card,3,59.1
9c77966338b7a4afae520a5723c937a3,2,voucher,1,66.27
b7e0017e946ce377e3e0559d5cb1200c,1,credit_card,3,332.62
d3a2d71aecfd58b0ddd6b9d7b56ed55d,1,credit_card,3,101.71
3cc14e2cf62e0a0d4d469d77141dfac3,1,credit_card,4,259.6
9f36a6b11ec95b4f8586000d49dae422,1,credit_card,10,396.05
8e9358bf838db65d965ffe0913252ac8,1,credit_card,8,218.96
a6ea59851ffee8cb73761179fc7bcb6c,2,voucher,1,89.25
c1e8ab8d063eba72d530b57e5b05f919,1,boleto,1,1030.44
5953d2dd57f0e259f8b8489c37556e00,1,credit_card,4,128.05
f05ef3ecdb7796d93e204c0a7ab76759,1,credit_card,8,264.59
ceca30e6de65f20adb181e92932941a3,1,credit_card,1,141.73
cdb67b9f52b1b7cd79169a5aae48d7c2,1,credit_card,2,98.71
d52ec59371d4477349b3a26e9607dc2c,1,credit_card,1,17.29
6ffa72f134f31770b0670971b48479a8,1,credit_card,1,35.86
b3e2b81932a8bc32dfffd128937c3c5e,1,credit_card,10,220.04
85f2d1d18951198c1beca750c4df59b1,1,credit_card,1,95.1
0e31f844aae10fe7dc2369bc0340bf21,1,credit_card,5,104.37
295bbf539c1fe97db23dffa5e84387ad,1,boleto,1,54.09
c9577dccdc314ce381822a54b1eaf22d,1,boleto,1,82.6
f6e09765a386aa4607ea665f090511ae,1,credit_card,8,186.82
f47d6af60927db6bd34707fb06c0ad61,1,credit_card,4,114.33
b89601b4491425014432a96e02034092,1,boleto,1,36.75
7f5a24612bec96e2005690b5b60faa26,1,boleto,1,201.84
14e3b02a42f36ad7bdcdc8a0df427be3,1,credit_card,1,72.25
ce6d6c97c681b91f6a645bf24c8da7ff,1,credit_card,2,169.0
bcaa7f7240deb32b0410ee6cc085d9b4,1,credit_card,2,136.16
82fbfbdb67d2e217768c85d56eeef7f9,1,credit_card,4,56.1
907057c26859398070400de963028855,1,credit_card,1,270.45
9ffb318d17153de8c18c817b99338e0a,1,credit_card,1,37.46
6224401eebe13e25d470d8d6a9ef225e,1,credit_card,1,15.45
d98222e2d133bcdcb2352eb1161ddd30,1,credit_card,1,72.64
378035ea5017f82d47a885f52fff9be1,1,boleto,1,33.42
36b99cb18912a8b79b8b49685d71503a,1,credit_card,1,40.84
12cfc50e5dd5eb78bd329c22b46da0b1,1,credit_card,6,520.77
2d0a9e6d2de5c45b98c59fdd868f2076,1,boleto,1,55.23
