product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
f159439c5c382fae366d444e05c590c1,perfumaria,52.0,365.0,1.0,400.0,18.0,18.0,12.0
bcb815bba008d89458e428078c0b9211,,,,,150.0,16.0,2.0,11.0
f28fd17099749b33b6e5081515b2e797,cama_mesa_banho,44.0,421.0,1.0,550.0,30.0,5.0,25.0
4723ab93377036eb7e0c15dfca8c8ce6,telefonia,50.0,561.0,3.0,200.0,19.0,3.0,12.0
89f46d1e213867388c2fac6078f5c06d,fashion_roupa_feminina,43.0,754.0,2.0,500.0,16.0,2.0,11.0
b687f7d54b34a215172bf55f9584584a,ferramentas_jardim,49.0,374.0,1.0,900.0,30.0,10.0,20.0
0eb8e03d4ef83152c4642b606b5bbdec,moveis_decoracao,47.0,348.0,1.0,2900.0,40.0,10.0,35.0
37d2e3656244fd840ebd0460360455cd,papelaria,36.0,215.0,1.0,700.0,45.0,10.0,31.0
67ff96903c597ba4b1d7f668734bc3a4,construcao_ferramentas_jardim,34.0,376.0,1.0,65.0,17.0,12.0,17.0
8375cac77900898b899b33ef7b966bb0,cama_mesa_banho,35.0,2618.0,1.0,1200.0,16.0,22.0,11.0
00a985c524adbb97a4211e4ce17aabec,telefonia,58.0,734.0,3.0,250.0,17.0,4.0,12.0
bae8ac5e125a98fe445bc17714104709,malas_acessorios,57.0,455.0,3.0,10700.0,40.0,100.0,16.0
f7740e5b4337a3cc4a8a204553101a85,beleza_saude,43.0,876.0,2.0,543.0,30.0,12.0,16.0
64cb768ce668c3df58334a28d528b754,brinquedos,41.0,517.0,1.0,875.0,65.0,23.0,20.0
3932e37f1f658768ac53fbe680f145bc,cama_mesa_banho,60.0,850.0,1.0,1100.0,40.0,10.0,30.0
d3f4f3de0f4576184674937d1e9cecca,brinquedos,51.0,122.0,4.0,450.0,20.0,31.0,30.0
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33.0,523.0,3.0,584.0,16.0,11.0,13.0
98600823ba81f3ba76386dac7c31ee06,beleza_saude,47.0,1115.0,3.0,125.0,24.0,12.0,20.0
036734b5a58d5d4f46b0616ddc047ced,telefonia,58.0,751.0,5.0,300.0,17.0,4.0,12.0
3ac52f93c2299daa201fbb7ff36546f7,informatica_acessorios,60.0,401.0,2.0,150.0,16.0,5.0,15.0
cc3181a81384b6fc34602d49cb6068a6,eletrodomesticos_2,33.0,94.0,1.0,18450.0,68.0,21.0,42.0
28b5eddd0f9eb2e6a7dd8a36e0a79828,utilidades_domesticas,60.0,279.0,1.0,300.0,35.0,4.0,15.0
31d6f0a621ee145ae8c70304cf564483,relogios_presentes,54.0,691.0,2.0,200.0,16.0,2.0,11.0
be19e1611a6015a66266d199ff3ccce0,consoles_games,38.0,456.0,1.0,150.0,29.0,2.0,16.0
50571d0f0f8ffbeec1c64cefeec01135,fashion_bolsas_e_acessorios,58.0,526.0,5.0,350.0,43.0,16.0,27.0
52261c8a90724edab7b960c69dbf7a9c,utilidades_domesticas,24.0,761.0,4.0,950.0,21.0,27.0,21.0
9739d07ec835e1c66eedb9a6df402bd5,cool_stuff,44.0,354.0,5.0,900.0,43.0,21.0,26.0
6d07236d4abe99b5b1cbf368971bf6e7,brinquedos,49.0,170.0,6.0,200.0,17.0,7.0,12.0
edffab3eae08991a067c2c7664821661,moveis_decoracao,55.0,1646.0,1.0,300.0,16.0,6.0,11.0
a8115d34a4b7b74388da609692162c37,informatica_acessorios,34.0,1080.0,2.0,250.0,41.0,2.0,29.0
6965419e0d5116b685c3f825e4752231,informatica_acessorios,34.0,774.0,1.0,900.0,36.0,9.0,11.0
d248fe1e952b5b5d62572369cc23ac3c,relogios_presentes,34.0,608.0,3.0,600.0,23.0,19.0,15.0
ea44caac707f7f1325182a538007f838,bebes,59.0,809.0,5.0,6600.0,45.0,25.0,35.0
8ccac7e503c0ba1f7e7b3aafeae52cca,moveis_decoracao,35.0,596.0,4.0,5500.0,32.0,32.0,32.0
f71c0f4ee48321ba6b82205b2fc9e08f,moveis_decoracao,30.0,669.0,4.0,975.0,35.0,25.0,21.0
812f428f6757ab16c46cffc68f2e90c5,moveis_decoracao,53.0,1991.0,2.0,600.0,60.0,7.0,14.0
d951b7ee80638f0b34111a091327be42,perfumaria,54.0,522.0,1.0,150.0,16.0,12.0,11.0
f2a949f938c95d18433bebfb12afe395,automotivo,60.0,1657.0,3.0,650.0,16.0,21.0,18.0
9256d5ffeddcdb1ee516de53414ff1a2,telefonia,59.0,540.0,3.0,300.0,17.0,4.0,12.0
31a2f42a87890f87d77daebdfabc182e,brinquedos,58.0,419.0,5.0,1700.0,30.0,35.0,25.0
a8d952e8e5436a6fe36d24c402d100de,telefonia,60.0,540.0,6.0,300.0,17.0,4.0,11.0
bd9fca6bf4bdcbf4094d7bc11415dfe5,eletroportateis,47.0,2378.0,6.0,4683.0,45.0,29.0,22.0
e94d9f48ab491b190c0f0bdbd12830ae,relogios_presentes,56.0,559.0,2.0,215.0,19.0,13.0,19.0
2bb3e85f2a403543fdb64e266e70c792,brinquedos,57.0,925.0,5.0,19450.0,45.0,50.0,45.0
672bdce161930b1c72890c619224376a,fashion_bolsas_e_acessorios,27.0,542.0,2.0,1000.0,20.0,20.0,20.0
2d27434c710806b971a721da337a112a,relogios_presentes,58.0,401.0,2.0,200.0,16.0,2.0,20.0
3606696d19bbcad6cb6c0e985749862f,automotivo,56.0,882.0,4.0,450.0,16.0,9.0,15.0
962a6951154f98f2c8e9a5b8b2bcf4a9,moveis_decoracao,47.0,610.0,1.0,2550.0,30.0,35.0,30.0
e4d1cdc6559e08672c98c73a21305521,esporte_lazer,52.0,303.0,1.0,150.0,25.0,5.0,20.0
3bb8427f7700385308f42cfcf4c8d10d,consoles_games,58.0,1388.0,2.0,700.0,25.0,25.0,16.0
7b85e3deef35afd6ebed5461ee8f0641,informatica_acessorios,56.0,617.0,1.0,1583.0,18.0,15.0,12.0
1349eb7b72fc4394d408917c76464af8,bebes,41.0,243.0,1.0,133.0,21.0,8.0,14.0
c59f580bd1844c1f634ce410bda0a6ea,moveis_decoracao,42.0,1405.0,3.0,150.0,35.0,2.0,25.0
431dc11c26a67c6a49e81cee84f35b28,consoles_games,47.0,1338.0,2.0,600.0,18.0,12.0,18.0
d48bacc1dcd9c86bf1ed4ed2a303336c,brinquedos,52.0,752.0,3.0,1232.0,38.0,18.0,25.0
f6e0b7ccc34e4decc1b855f8da06a5fc,brinquedos,59.0,257.0,3.0,900.0,30.0,4.0,20.0
8f79800a347de2da5104a414bc791a0b,ferramentas_jardim,41.0,515.0,1.0,400.0,30.0,15.0,20.0
06c38a87544301cba8b0fb5a0796383d,brinquedos,45.0,553.0,5.0,2300.0,98.0,12.0,20.0
5fb0031ce4395d307321919f71ffbdf7,beleza_saude,29.0,682.0,3.0,859.0,25.0,20.0,18.0
b980f3256c981fc178514325143b1fc8,informatica_acessorios,59.0,1130.0,2.0,243.0,17.0,15.0,12.0
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44.0,916.0,2.0,950.0,53.0,5.0,13.0
ead3077a141a9c800d6a4bb9d0d415b6,cama_mesa_banho,60.0,662.0,1.0,1150.0,22.0,4.0,28.0
ea5774e69135147e6f0e1eb593d9b105,beleza_saude,55.0,1202.0,3.0,500.0,20.0,10.0,20.0
173e9fe34bfe97f3a5e6dc57fe897b74,livros_tecnicos,36.0,890.0,1.0,950.0,29.0,3.0,21.0
9d395a6bc9dbad2dfe60c8c92d8df397,moveis_decoracao,59.0,2001.0,3.0,850.0,69.0,11.0,11.0
20ed63974a9207895b4e56993e5a9a3c,moveis_decoracao,34.0,259.0,2.0,5700.0,40.0,30.0,40.0
5135301d684848b74276f22afcc6781c,utilidades_domesticas,49.0,1012.0,2.0,500.0,24.0,20.0,23.0
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33.0,897.0,1.0,1600.0,42.0,25.0,15.0
9f6e8441548dd40516cdb98f1b29c3d5,,,,,2700.0,44.0,13.0,44.0
e251a68000f75257cf9ef16bcea51976,papelaria,44.0,207.0,1.0,200.0,21.0,7.0,14.0
bfc59c5d8a26d129f82fbc5207fcd676,cool_stuff,53.0,330.0,1.0,2000.0,35.0,44.0,19.0
f4b952dd7ab601c02bb1bd06395f45f6,relogios_presentes,53.0,301.0,2.0,1183.0,23.0,5.0,26.0
06cd420a1b028388e0bf1f78daf20411,ferramentas_jardim,36.0,844.0,1.0,2850.0,22.0,15.0,14.0
43fbb9403319de5e660094ddbe8cc0a4,informatica_acessorios,46.0,468.0,2.0,150.0,19.0,5.0,13.0
8da77162e41d47464f9806727417cf6e,cama_mesa_banho,58.0,293.0,1.0,3600.0,50.0,10.0,30.0
8f7ae8d7845cdabafb4b6f20d8bc5a43,esporte_lazer,41.0,785.0,2.0,700.0,16.0,12.0,22.0
38ad86e536a0e27c5a4d2dc30964259d,telefonia,60.0,540.0,2.0,300.0,17.0,4.0,12.0
b17a4e7b997ea645dd323bb1bed802ac,,,,,600.0,24.0,4.0,15.0
e27c4dd075a521097a085bced0631ce7,moveis_sala,31.0,618.0,2.0,9750.0,27.0,15.0,92.0
e26445edc4d665a7950a4b60461fc58d,livros_interesse_geral,31.0,710.0,7.0,1000.0,22.0,28.0,16.0
154e7e31ebfa092203795c972e5804a6,beleza_saude,48.0,575.0,1.0,100.0,20.0,15.0,15.0
b5034cecd2d602fcc8175e8fe0988a3d,automotivo,56.0,361.0,1.0,200.0,35.0,4.0,26.0
d6061ffaf719f75dd074a637c535b644,casa_conforto,53.0,1180.0,2.0,1850.0,45.0,15.0,12.0
2535db191954746776aa1f51dc1a9651,beleza_saude,43.0,341.0,1.0,350.0,18.0,14.0,15.0
cdfbf89ab41de77f2bc60c0194c00d37,telefonia,51.0,446.0,1.0,124.0,22.0,5.0,16.0
db8416b29581dc9ccea5e43e59fda317,perfumaria,46.0,534.0,7.0,1850.0,35.0,26.0,26.0
c5f80e9b4f6f51bc7cdb5d004643262a,beleza_saude,58.0,767.0,5.0,8900.0,38.0,88.0,30.0
9c9c0e6325bd947d1468817769ed4197,informatica_acessorios,36.0,971.0,1.0,450.0,21.0,16.0,16.0
336090aa9bdfdc02b01b154b2d0abda2,eletronicos,58.0,219.0,3.0,600.0,16.0,5.0,20.0
1c33c71830d320620439a3236a1c4ae1,livros_interesse_geral,54.0,2931.0,3.0,2200.0,19.0,26.0,11.0
3a21e6f5a154a5b03b6edb8fc6b24c5d,bebes,58.0,585.0,2.0,220.0,23.0,9.0,17.0
19c91ef95d509ea33eda93495c4d3481,beleza_saude,50.0,1257.0,1.0,700.0,25.0,12.0,19.0
90ef6790cfc145cf45f9c476d1f47af0,papelaria,49.0,241.0,3.0,6100.0,60.0,20.0,29.0
03d4233b9e3382adaed9e5c58626f1dc,moveis_decoracao,59.0,566.0,1.0,200.0,35.0,10.0,20.0
79ce45dbc2ea29b22b5a261bbb7b7ee7,beleza_saude,27.0,152.0,2.0,1000.0,25.0,6.0,12.0
086351823300e0339f6955b27998c186,cama_mesa_banho,49.0,189.0,1.0,3305.0,65.0,12.0,45.0
3846c262ddb08db0ea2cc1a1685590ff,,,,,600.0,18.0,18.0,18.0
ad59cb0673bceac69f32635f227b2ddb,market_place,35.0,382.0,1.0,285.0,19.0,13.0,15.0
c2fb73db15e28aa021dcf7b2856fef27,bebes,52.0,704.0,4.0,3600.0,60.0,20.0,50.0
83d199d296c44101c8c3b5c9c0cce9ea,brinquedos,26.0,855.0,2.0,500.0,18.0,6.0,21.0
371c121dc86b3821f720e7dbe1928207,papelaria,59.0,504.0,4.0,150.0,22.0,5.0,12.0
12181424582d4d4233622caeddcae843,informatica_acessorios,53.0,326.0,4.0,1450.0,56.0,12.0,25.0
08c816d9a716567bf436173ef6f5f12e,eletronicos,60.0,740.0,1.0,150.0,18.0,12.0,15.0
2add772ac1b21ad0f2a8f7bfda8723db,cama_mesa_banho,55.0,610.0,3.0,7550.0,60.0,30.0,60.0
7eb9c68704af5effea1cee6f3a6b4b4b,fashion_calcados,54.0,404.0,4.0,900.0,22.0,12.0,33.0
ede062bcd13ef64b5cc87369e4edaf62,beleza_saude,58.0,391.0,1.0,250.0,16.0,5.0,15.0
6d313b6e250189718db2169e5e3a38c2,bebidas,43.0,1680.0,1.0,375.0,20.0,12.0,15.0
3a53c1796dd7e4050fdfd2f5d4c90f70,pet_shop,57.0,2358.0,6.0,6350.0,56.0,20.0,34.0
acdd408fe971bbe29a81f8febb575ffc,eletronicos,50.0,237.0,1.0,175.0,20.0,16.0,18.0
783caabd539c4079ec08423e30719fba,construcao_ferramentas_iluminacao,56.0,1512.0,6.0,500.0,35.0,14.0,23.0
044f125d78e0a631b0479182a37aab8c,esporte_lazer,57.0,574.0,6.0,550.0,30.0,16.0,16.0
3f0376e782caf27ef19342d8e5c7e6f5,eletronicos,46.0,401.0,1.0,150.0,22.0,11.0,16.0
192a2c0fed2f8bed34ad458a073ed376,utilidades_domesticas,63.0,309.0,3.0,1300.0,17.0,30.0,35.0
6803077179d24889430188e03fafd31a,eletronicos,48.0,287.0,1.0,100.0,23.0,8.0,18.0
2f465f0f879ab88842042a85bac3a937,moveis_escritorio,56.0,740.0,2.0,30000.0,51.0,66.0,63.0
d2f1cd931c7b76fefa93547cc1b4881b,moveis_decoracao,55.0,320.0,1.0,850.0,40.0,5.0,11.0
88dd63919fc9ab693803578a04a20209,informatica_acessorios,58.0,395.0,1.0,217.0,16.0,14.0,14.0
1e618d311a1b7f88a9d96ec50aa85582,utilidades_domesticas,42.0,540.0,4.0,9950.0,31.0,61.0,31.0
d585c50d622ff40b4d69959caa42a5a3,beleza_saude,50.0,1580.0,1.0,1036.0,20.0,19.0,14.0
4e5dc46fe4e31dd605f374ee43f0268e,pet_shop,46.0,2381.0,3.0,400.0,30.0,20.0,20.0
0dabe0ee04aa9d25592cbb5b585e698c,industria_comercio_e_negocios,58.0,1930.0,1.0,4050.0,30.0,20.0,30.0
78efe838c04bbc568be034082200ac20,moveis_decoracao,57.0,272.0,1.0,2500.0,40.0,10.0,30.0
235b4ddb049ab79478e058d0d3609bae,relogios_presentes,58.0,884.0,6.0,500.0,16.0,11.0,12.0
a8828da272eadaa78eed16beefd526fa,moveis_decoracao,56.0,1749.0,4.0,1300.0,65.0,3.0,45.0
16ed6a6e3fce23b741650437fe58d65b,utilidades_domesticas,49.0,1226.0,1.0,750.0,35.0,15.0,35.0
7bdb28a55646012fb3348058d629d9bc,instrumentos_musicais,55.0,541.0,3.0,2750.0,103.0,12.0,17.0
e9eca3b15e6ebb8296666ab1254b504e,esporte_lazer,31.0,3822.0,1.0,680.0,17.0,17.0,15.0
ceb25e5f3be12c14a1c69bd9e9e0f67f,brinquedos,51.0,1510.0,7.0,318.0,19.0,23.0,18.0
742778ff0ce574b84b7ed2fb0788cfd2,esporte_lazer,49.0,1089.0,1.0,275.0,25.0,15.0,19.0
bad02bda4c5cc1c81501022f3b06101c,moveis_decoracao,38.0,723.0,11.0,1100.0,30.0,31.0,30.0
5d52927f3cf2e3266c5dd6e4d2dd566a,telefonia,52.0,526.0,5.0,200.0,21.0,6.0,13.0
bd66403f5f11696c897a825d5235697f,esporte_lazer,60.0,528.0,2.0,274.0,18.0,12.0,15.0
da09111354db562f50dffb0476a96828,alimentos_bebidas,42.0,262.0,2.0,450.0,16.0,13.0,13.0
97017430754804328eb9597b7f85da03,telefonia,60.0,818.0,5.0,300.0,17.0,4.0,12.0
f27aff266ad97e75d4a24c893b2c311e,eletrodomesticos_2,55.0,1345.0,6.0,8850.0,45.0,33.0,35.0
9d8a0e115e802d845b4ce1eb794d1260,esporte_lazer,30.0,2299.0,1.0,150.0,20.0,10.0,15.0
4745d118bc09758d0a4bf795b7bb5cb7,fashion_bolsas_e_acessorios,57.0,676.0,4.0,150.0,17.0,9.0,17.0
a7f67835c76b6bdd6950e1322c4b3900,esporte_lazer,56.0,574.0,6.0,250.0,30.0,16.0,16.0
b11cfc408f43a71b16c2288e79172244,cool_stuff,53.0,530.0,4.0,300.0,16.0,11.0,11.0
5c0826f946c32406d5baa79544668b4c,eletroportateis,39.0,873.0,2.0,1200.0,20.0,15.0,25.0
236fdb1c273caaa9a7dbff8111e6a4e1,moveis_decoracao,55.0,412.0,1.0,7450.0,52.0,18.0,35.0
f60e19fc3b0ee38735e6a6fefe937bdf,sinalizacao_e_seguranca,58.0,144.0,2.0,150.0,20.0,2.0,28.0
f7fb8cbbcb9cd35f6fc536c77ae02ebe,cama_mesa_banho,59.0,277.0,1.0,2000.0,45.0,15.0,35.0
e7d26dd6742baca292020c158e6720c3,malas_acessorios,40.0,124.0,1.0,450.0,24.0,47.0,34.0
2cab5fb805c35e09a71fc411c7849ec2,brinquedos,55.0,816.0,4.0,1000.0,37.0,35.0,25.0
270516a3f41dc035aa87d220228f844c,beleza_saude,45.0,232.0,3.0,800.0,21.0,4.0,15.0
f422d0d9f8b5f7c27289382b14b61248,brinquedos,63.0,361.0,3.0,1800.0,38.0,12.0,35.0
93c902b021a9e594f658ab1b0351602a,eletronicos,60.0,390.0,7.0,1250.0,26.0,10.0,18.0
07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,59.0,473.0,1.0,600.0,30.0,3.0,20.0
5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,51.0,693.0,3.0,600.0,20.0,20.0,21.0
656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45.0,236.0,1.0,173.0,18.0,13.0,12.0
aaa391b7c35a628a6318851e8e933e0b,,,,,200.0,16.0,2.0,11.0
2a15783d3cb601f8d9a6a86806b037b3,bebes,47.0,1080.0,1.0,600.0,38.0,5.0,33.0
6ca32b4631431cb1fe976880797a0f5c,pet_shop,19.0,619.0,6.0,5350.0,50.0,30.0,40.0
fa3bea10a666ef8afb1557f5e866b719,esporte_lazer,9.0,254.0,1.0,150.0,28.0,6.0,14.0
2a5806f10d0f00e5ad032dd2e3c8806e,moveis_escritorio,46.0,1350.0,1.0,11875.0,57.0,55.0,22.0
b1035b3d307f0aeb6157fdd3e09f8119,telefonia,55.0,395.0,3.0,375.0,18.0,13.0,16.0
81a3f1e46ec16acb4800a5002b014438,perfumaria,55.0,696.0,1.0,550.0,16.0,10.0,11.0
d2efc686acbf02ce6200ee423516f0d0,automotivo,56.0,344.0,5.0,100.0,19.0,7.0,16.0
61509eaebb2d4bd1a7511b1a75703f8c,utilidades_domesticas,50.0,500.0,1.0,300.0,25.0,2.0,17.0
2028bf1b01cafb2d2b1901fca4083222,perfumaria,54.0,1536.0,2.0,250.0,20.0,8.0,21.0
5f0bdec2fb222061ed8fe52586a5957d,telefonia,42.0,660.0,1.0,113.0,18.0,4.0,11.0
5929e483b6df44414c047cac38873fe6,esporte_lazer,22.0,300.0,2.0,650.0,60.0,10.0,20.0
8b51c6ccc9c0548c951214e1cd1547ff,cama_mesa_banho,58.0,678.0,1.0,1000.0,28.0,14.0,16.0
3225c54bb2785c33f49f50398fcdb88c,relogios_presentes,47.0,547.0,1.0,269.0,17.0,11.0,13.0
94d1135483ece2c7493dd8f6b4ad7454,casa_construcao,55.0,1626.0,3.0,15000.0,60.0,50.0,50.0
40df4be4429553e18755913ac3cfeac5,instrumentos_musicais,44.0,546.0,3.0,1450.0,32.0,14.0,27.0
8828464e34fc3da3892f568218e14d61,beleza_saude,60.0,3244.0,1.0,3575.0,21.0,18.0,22.0
f38c674135b439b1d2deb1d68da9f4e6,automotivo,57.0,1412.0,9.0,600.0,20.0,10.0,15.0
01c9a70868bec5b748c67fcc26ce5895,brinquedos,39.0,601.0,2.0,750.0,30.0,17.0,30.0
7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59.0,492.0,2.0,200.0,22.0,10.0,18.0
3a135477bf41350a0b1d8afdf616d446,brinquedos,56.0,928.0,3.0,600.0,52.0,9.0,19.0
e5eadf9be70a4a9fa514019542fc330a,eletrodomesticos,48.0,543.0,2.0,1200.0,35.0,20.0,30.0
63085bb4366ded27bcb63cbb59b4103a,bebes,53.0,872.0,2.0,13100.0,38.0,47.0,44.0
35b265fd684b08f6f780239bf05a390b,moveis_decoracao,56.0,1042.0,6.0,1170.0,22.0,12.0,20.0
e33df02e384487f2bcd3788619f89215,utilidades_domesticas,48.0,274.0,1.0,350.0,20.0,30.0,30.0
6c81db10f914c4d032b14fa93aa0a818,fashion_bolsas_e_acessorios,56.0,198.0,4.0,150.0,16.0,16.0,16.0
283fdfa75f7a2ae01b4dec87edd065eb,relogios_presentes,33.0,1128.0,2.0,250.0,19.0,14.0,16.0
3b82e71cc658bc6deadebef95075ac55,bebes,48.0,395.0,1.0,350.0,25.0,5.0,17.0
9aa9caee155847cddb376a05b9a39791,telefonia,60.0,777.0,6.0,300.0,17.0,4.0,12.0
de80c37c338574091896b7fdc81dc376,beleza_saude,49.0,1045.0,1.0,333.0,17.0,17.0,15.0
f15c46e2da924b1fc76fe638911262bc,consoles_games,49.0,1944.0,1.0,650.0,16.0,16.0,16.0
b3e40ff639c185b9d726b4b19c17e6cd,cool_stuff,55.0,934.0,1.0,2150.0,42.0,25.0,15.0
57f2bc497c1a3ebe41ba7a06d78ed159,relogios_presentes,55.0,336.0,4.0,250.0,16.0,2.0,20.0
d2e8130fbec52f5dac0571ea1993f28a,informatica_acessorios,56.0,1199.0,3.0,525.0,23.0,11.0,16.0
6f2d7833b8f0a094571ebddebdc6623a,telefonia,60.0,298.0,7.0,350.0,17.0,4.0,13.0
7a22c18ef5b314ac41161a5598c05352,automotivo,60.0,841.0,2.0,1850.0,95.0,16.0,35.0
138d7037b59dcee052810952c983033b,esporte_lazer,50.0,621.0,1.0,1400.0,21.0,16.0,16.0
0f0c4960b05d6145bbb4b348423503ef,eletronicos,32.0,139.0,3.0,1700.0,32.0,5.0,26.0
d71dee111aab947d8d1216505f130d8e,moveis_decoracao,15.0,856.0,1.0,5300.0,57.0,15.0,37.0
9565229244e9341fb8c8069879cf73cd,cama_mesa_banho,60.0,234.0,1.0,1700.0,34.0,7.0,32.0
064d09b1de34c17dbacfa4096f79f256,ferramentas_jardim,55.0,992.0,1.0,400.0,16.0,7.0,16.0
50565731f3aeea3f334d15ab5bb98546,utilidades_domesticas,57.0,399.0,2.0,400.0,20.0,11.0,11.0
ee6c49af1a2de55aa0e076257ab4ab99,informatica_acessorios,47.0,956.0,1.0,140.0,22.0,14.0,14.0
ffe013e1b4603e3b0b02fbb159d5b400,esporte_lazer,43.0,281.0,2.0,6600.0,22.0,12.0,12.0
2109e8aeedbade2096a471740fb9e798,moveis_decoracao,45.0,640.0,1.0,10150.0,45.0,30.0,45.0
ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,38.0,735.0,5.0,800.0,20.0,20.0,20.0
9ab817d90bc61ed772ffea01b4cdcdb6,beleza_saude,57.0,1262.0,1.0,450.0,20.0,12.0,12.0
abaa4c2633cbc40dda16b575531db57b,relogios_presentes,59.0,1015.0,1.0,500.0,20.0,12.0,15.0
322c315bc0661c64fdcab7a70dbc0354,consoles_games,60.0,578.0,4.0,1000.0,20.0,30.0,20.0
61b5c300f3e56ac6bda4cb54de396f9b,telefonia,33.0,286.0,1.0,200.0,25.0,2.0,18.0
679a3e5e1d2bb68982be5734c6e55e63,casa_construcao,57.0,565.0,4.0,800.0,38.0,38.0,22.0
78f3531b3a1bfef3513d4f344e0c88d0,moveis_decoracao,56.0,183.0,1.0,2300.0,40.0,10.0,30.0
f2f411f86bd5bd427e28e2a30771761f,cama_mesa_banho,58.0,188.0,1.0,1150.0,44.0,2.0,35.0
c1ad8ac66c91ad301cefc322ba2adf31,relogios_presentes,44.0,371.0,2.0,757.0,19.0,14.0,15.0
42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,60.0,188.0,1.0,1300.0,44.0,2.0,35.0
4724ffa427f315c485e39b02e21859b2,beleza_saude,52.0,1059.0,6.0,550.0,16.0,9.0,11.0
