customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
f37e018586ddc359d2f1ad32f64ff8aa,5538f4cb054b71b5525a019a47019aa0,28735,quissama,RJ
b58dcebd1080a35715998c1c6b9f4d81,99da196553d9b67b1c762a712a8caaf6,42850,dias d'avila,BA
bb88b693c753625fac6cbb7cf28caeac,a012820fbbced38a03331716e231e0ba,27521,resende,RJ
88a98577c0d60c958eaaab2bf1e57f2b,5f906880e2ce13b655bd34d324a48ea9,11930,pariquera-acu,SP
b29bd54e3f696b788f8473826a68be4e,fab027a1984a0733038af650d749ac7a,8505,ferraz de vasconcelos,SP
1cf11582fcfc4e9b387dbcf13697a623,4e7d084161eec682220d0adeec4eec8f,80740,curitiba,PR
08a761b27ad72e5fa65e351ca23bb2f5,620b267bdbb662197c42079245841d2a,13013,campinas,SP
85eb23c7cef0b97eda81a956c3f748c7,e855df677dcf0d237ed583793afd7988,51011,recife,PE
7fa5b19815a0b5e211dcf4d287f60e14,c849085aa9f5d4af92baaa56a112d686,3648,sao paulo,SP
c85b57d305ecdc88bcafb087e60a658c,57b1f68c8d93b167ff6606951edccfeb,91150,porto alegre,RS
d101df6a75bb39768e2dab7ce5dc125f,a10fe3c477989c968aa284bd448b1d5b,18520,cerquilho,SP
3e97e4616acb3774ea13062109392ecb,96d97637a814355ed5e0913942533b21,24230,niteroi,RJ
a3cce16d1def5991f7314b717b373ab4,2e61a8d70f5bd8fa8dd742ed198aceaa,4742,sao paulo,SP
7cdfbe7202481c56a694a46f536baffb,cb5d14426ba66f929f72e01bb92fc3cf,12908,braganca paulista,SP
be188afbecaf3cabfe042bf53dfa2e19,56e3a984ef5040797608df8afcba3d75,12247,sao jose dos campos,SP
8baeca32aac79a831b81f1f8af9fd6d8,59cd6345c0d1920b6a42f672173a78fd,13950,lindoia,SP
383c957ec162c9147f9aab26161af5c6,38e9ba7e543c33ae95a697ed2566dc00,22790,rio de janeiro,RJ
33aa91edcf7c42a51f4c56d15586bfde,cb36d0f12c99d07935b706269045f613,96200,rio grande,RS
3aa2c129bd23bcce61a0683c4460860b,4a858d3e945b66b74a3b87cd245338a8,37757,poco fundo,MG
46e69377adf8857c9ce9c568ba073b06,04120e49b42d9188cee40d96521d9893,12286,cacapava,SP
fc0d9a9e8bf3d86e4162d3d417653265,19db446f263e6eba7f12d4d80ce5d308,97015,santa maria,RS
a3bbbce815da0de197a60a066006ad75,2f87ccd8d2d676d667a844ee5c6a17bd,95112,caxias do sul,RS
4df72ed5240f354774615dbdecdf3d30,274ba0b2bd0c833acb3646ddb36b1a03,3976,sao paulo,SP
c1668d67ed2fc31300b5c2e60a709111,33909b7a3aadac8943ee99a62745f3ee,4718,sao paulo,SP
11ead7c657fc4f2412db1babe52d1619,6144b9dbdc89758b47e87e2e73f4db09,71691,brasilia,DF
accdad8ab1a62db957ffcefa272667a0,339f4ca769f8240ea30f88c25c5c5f11,40150,salvador,BA
08d6e9303045f757cdedb89fd0002e4e,0abee71cd257861a0944e2a81cea4a50,28030,campos dos goytacazes,RJ
c333f1bb63dcb3a4c67408e7337e30c8,8f0eb363ad943a36b7091034f29b508e,3001,sao paulo,SP
67372e0bce729cebb559886b6c4d9e2e,c9fff85f2617b8e1a78142aa11ee962f,16057,aracatuba,SP
62beebea8629d73ab3ca95c23ed239ae,aaf19344c14447167191cdd3d7530acb,33400,lagoa santa,MG
2fac2e14733a2deb5e7b5973ff95b115,070faa17ae87e63c0cf50efe8287e913,17980,panorama,SP
dbf97c157f82439aa4e22e65e10ae811,612db24bd7ec741c98823a46c73aba21,55540,palmares,PE
b829fddbce42cead675773ee8daaa179,d27826efcf22fc60cbd98d7558e0c723,85605,francisco beltrao,PR
90006c9239e7ad344dfc506766bd4a9d,b0393dd04c5516902c42d133f56fcee2,14708,bebedouro,SP
fc849c5fbc7e2b0c7cfebc138886c693,5bbc03d010ac4dbcfdfa2018349c8f6e,28148,tocos,RJ
d241d89dc876ac8450f20fa9824eb416,fae50349197fd922f4487e4000e2112c,11740,itanhaem,SP
e4a1289920c7a33574e0433abd5b90d7,24cd37bf2e8fad096bc0b807541311db,90480,porto alegre,RS
f665e06d0376b22d2ac11e29e369d6b1,ab93b5411d105681f97717263e92d917,50780,recife,PE
b951f4aa14bd8cdbdaa9fe4bcc4f4750,faa974309c7940a1af06759bf618fdae,88508,lages,SC
94ee745f9c7998656cac472cd79c38f2,4ecdcc06343fcc71cbd3d0905e74a45b,89809,chapeco,SC
db1383e3c3c58475adf2651e6cfa58f7,24a366843796b68f1fc06adc4bc28b06,38550,coromandel,MG
bab91c3c25a207c83b5c95392df95163,7d5c4bcaf5e9ce14f2ac132ed39b1bb2,5890,sao paulo,SP
2ec58f2c612ff2a103859e7615e10a52,6f44e0e9c2553c98d619d8c5394f984f,5415,sao paulo,SP
7f93efdaacb4248f93bdfec0686d3a8d,a72b72235f0266c1b2eefbf2037c523f,13409,piracicaba,SP
493941e03992cc140b88be7a292808c9,beac646283545df90be6dbf8b17668b7,44024,feira de santana,BA
94b1e925c0b906a75bd2464a24243db3,5363a5cf51015b74dc3fdac330f8af9f,9230,santo andre,SP
82a781c07728515614b37ed49101b063,2968cb453924e6c2381a1f4320c50e94,2223,sao paulo,SP
83a013746849c173ca9305957f463d89,860f75391be5698f015d3b234e7576d6,4151,sao paulo,SP
95ea5897e2fc6140471671f079a3e6d0,f5b5ccef4e3e00975bd50eb142442eef,22470,rio de janeiro,RJ
73a710dbc1214a53b1c3b7222b9bfd83,a3f950daf5819f8a6848e70fdf61434a,8574,itaquaquecetuba,SP
7f3be1ea4ab67c410ab8e37634716342,4b3ee9aa32764c972f18487821f0e0d6,36046,juiz de fora,MG
db1f2c9256482f22307b39827a99f732,aa591348866497ba6bf83de62e4f8813,75400,inhumas,GO
4cad2f3d895f2f6ad2de7e0054dd2e24,7ff077542c9ad55ad5c8509ce1638f0b,14120,dumont,SP
42669d66e9ebba92f46400f726886844,86455ab5db9281db55b12e1fa4fe7942,4616,sao paulo,SP
3109eab8c772e5f8761f25a92045442b,cbfdc22c0c1294be63e5a4d62eb96193,4347,sao paulo,SP
6910071bfaee0f9191dde48e7b3fdadd,a7ef7f9f55eaa90c2336a637ed2a561c,25264,duque de caxias,RJ
896aac6741f1b66d32a3ef9a02617e90,233c8f191c45cef30af148a82ac70020,22441,rio de janeiro,RJ
98f6ca55d340ba5dfd4192258c7e36d7,af32f3c7d7fd3f19c601601a36e0ee7e,9627,sao bernardo do campo,SP
db1391f5393765bd6ca2ebf18b16bdaf,a85a504784568b5a41c18d3c22926d61,8710,mogi das cruzes,SP
fb611ba8817096ba3bdc1d9807f5cdac,2faeae5eaf2e2e108f1473280bf919f8,25620,petropolis,RJ
d880d473fdc38c2ffc94c2f3ae89184a,6e871c3bbb75ace129f8c75e006cdd86,23585,rio de janeiro,RJ
1cd146c5b0b02ca65ae036c0dfcc2f3f,f570a5be59e27679024a0ff2cdf0fdf3,4569,sao paulo,SP
28f22fffbbea1777ebad93132dc17012,a3ae42825310f54f2f8505469b71ad15,18108,sorocaba,SP
118ea956ae83ce874aa0b2613c29f0a7,870c9668c304c089116a4b3a3a421887,13480,limeira,SP
abda0fc72e1f8c32dd8291c542e273c5,7b6cf676f9a88c5559a3d881a35f8a70,32310,contagem,MG
893aaa512b586b2f2c106ef02ebc0d5a,9981513022a8761127f65c03c1d9d5f7,22471,rio de janeiro,RJ
e34f1deeea3369207caab9fd7a49cee8,8e0eae873c0019e01182099a1c497b79,96810,santa cruz do sul,RS
279b18bebb145265c6490f1de02cd947,2ad33e0c71ed7c9e41a44e185ae05581,4917,sao paulo,SP
67143172a156bc5513b613755a33ebf2,f9acb1bb93748b26de86d3ea0240e2c2,16021,aracatuba,SP
f4130da97144e87675795944bb522ae3,22932946006cc806936d512cf78e060f,13050,campinas,SP
5e39ec102ab3c44d624ef7cebca5b53c,0d24c60a1d3c8cc193d2a254c15cf6d9,35900,itabira,MG
2fc14824142e4206fb5848d2f9e43727,7efe2c3e942e0e40200f5229b6802964,32606,betim,MG
48dac436905723c1a5cdaf40bb3c01f6,28e8bc8726f48a7499dea689d3f8e0d4,34800,caete,MG
cd26b8d2d69af3bf6fd64e23cb6020c1,d12a206aeeb2ce2a7138bbe43244f212,1043,sao paulo,SP
8e993fed68917a4e01069b16d9fb2e3d,6c22b9240a6b55d951f06b010cd1bcdb,20261,rio de janeiro,RJ
8cbec74069338f4a6de35baec1987246,6940e424e41600ef36c79b6d8b4a2ecd,4127,sao paulo,SP
ff56a290f17f6ce95604d2e7c1bd3ab3,ea66333f17fa50810ec4c4c27e4b2762,74160,goiania,GO
fb78c8dbefdc1d9fec4507fe77045390,6275d1ce85a1a720874e15b7c2c731d6,81130,curitiba,PR
75c435ed38ebed76da849c31086b8ebc,2a440c0fe541cbd4de1598483d527dc3,28035,campos dos goytacazes,RJ
5c2bab9a09604f016d9ccd13242db649,b849f49416bd94ee6b0a4d36fce5b3a6,21021,rio de janeiro,RJ
4beadf262af38001f057649e9438d9ac,b298610969062f1695744f347006695d,14706,bebedouro,SP
1b8fed4c8a4c8f879319e5ce374ecdeb,19348c367cdf408ea7735a14ec5cbf4a,36087,juiz de fora,MG
5f3cf131f81aea5ea90fde7a77feadfb,969e62a47aec03c735127e6f11ad6564,13063,campinas,SP
de4c2b462c44197b26b6e596865da44c,341b6946aa6278284d3986112c43def4,58078,joao pessoa,PB
55f97f92c63a40b9f9591f26b4e22de1,67e529188d2da2f4f12220e16fe2c371,8225,sao paulo,SP
97ac197efaaa8d142ed342ebe6a27365,accb880b583394bc2442bd69b532118b,5617,sao paulo,SP
6202c26af8ecd3ebdea24151802939fa,59e6feff6b7bdc0b1b875e377e4acce0,77403,gurupi,TO
fda9a2bf4f0b8d64bf713e261189a2bc,78eedca806b2985523d1629c15738a16,7411,aruja,SP
1de5dc5b831942a9161baef126e93870,d68ed97669e9cee5b36211dbc592f4b4,19023,presidente prudente,SP
fb66001ed80569ba8468b508e63e8129,dff85e1f521a1cd225cc7706968a32c6,64803,floriano,PI
d8ffafcca7e2d9ee5d8e7cbd7a2eb524,5c100416976d9113369919942548bea8,29151,cariacica,ES
55c3657d0c8bb26f601ebc8d6d56e75f,297aaa5ab5f991ff31b6e2175ea534de,17016,bauru,SP
5dae3234ff8f2891c3ce08f65f791d1e,6e28e785f4011cbd0616332a9db3d1aa,78716,rondonopolis,MT
5116eacd8d620b734c26a0f04e19b60a,d7046ea561b819649385d6d524166f04,3438,sao paulo,SP
76dbc1556c66d771e8a6b60c35957e01,d33c5d355ab0a46b3fc4e41f2c99f19c,48410,cicero dantas,BA
3663cf3c9fafa9cc511c4d990ea35326,e80f396188991ae350a0c187e8740e97,7032,guarulhos,SP
23525e42bf556c4b729e86f16f5a011e,19c71fdf1535be1defdd27109d9aa12e,13273,valinhos,SP
f0685eff82fe533447ab1a84c25704c1,142d5012ea65ce29d5da43345b01ae0a,5128,sao paulo,SP
55c9db9425ab8c9ee904753ebb3e9718,e1ea7d8ad8c1ff3197216e53eaf035c2,6606,jandira,SP
c00ee6d221cac6737732d51e285c8dec,cffec81cb9d724a668bd94f0f9eb9381,35702,sete lagoas,MG
e0b51ab4363c175e59f94dd700050a67,cdb9e623abf5ae6e91af68a4de2fd0fd,20521,rio de janeiro,RJ
0c6ddd0fc46185e7fd0bb6d767bf4d36,daaa4bd4b2ac37cd00efc852878b626a,77360,parana,TO
6585b54dd5ac7f69a3ea0b4c6d6ed130,6e90e6c9f3c5677e9d9ce080b95eb0ca,4001,sao paulo,SP
884e5773f9ec5902aec38d330c7daa7f,027179319d6e0b4958b300ba6e9e35e6,72145,brasilia,DF
0ada8a74b033323d122247743366e898,701635fe6869cd63932e89043b1f192a,55385,lajedo,PE
ea5a701c34fae54a0179667dcad5dae3,2ffb7a06b085e1816d81d1567c221127,13189,hortolandia,SP
acb4334d42e78620fd025c2da7847bd0,1935ab012c65b828a0ad8417e5cd7991,61933,maracanau,CE
37f07e12d03c9e5974c009fd8c73e9aa,d829656f326417233c2188bb0652ff4d,5882,sao paulo,SP
3146904311eaf296187c7c7768d78210,d76e210ebe61090af26f1d71d1e396b9,76958,nova brasilandia d'oeste,RO
c9fbb89557c010578ebdf551bdb5d050,81a42a5e9b85c39c9dcf8087bb3d1341,65950,barra do corda,MA
691baba358611db5368f5441c8975113,c4b3fb0afd96e4c8c71544058d5abf6e,75640,piracanjuba,GO
6f35b5a833225638c4ba4fa744fd1716,091e1631c6f743420398dd62ec58faa4,9030,santo andre,SP
e19b49a1c05d6f9016f3cabab37fb45a,4bf09edbc9088f7b1767c07a710736d2,83370,antonina,PR
86d7e0b2821894373d67a03352affdcb,146f4256a3f10b6522215a138d9ac678,90640,porto alegre,RS
6e1291c1d47555fbfbf4fcfbfc13fb17,4746c99fe8b7985f53cb6885c456defd,73360,brasilia,DF
affbf9d0ff0808dc14ffebc55c1b1a94,17939095f7758a7efd90c871a47d2d36,25665,petropolis,RJ
3114d3d76bf813b06638b17da57a21cd,deb341a4b63b6c908a512849319cf207,66087,belem,PA
5a761ff24ca0a248f82d71235398e852,d182f15098577048b08272a6fffa9e10,1259,sao paulo,SP
f9e02bc10bfffa9852c78f6c9a5d06ec,61a4b58907f77c00708c478fa419af3e,3508,sao paulo,SP
f4219f4850ab92e0b8dd6644f2c71219,9e7e0e529bf16fb940865ddc9b5fcad0,5428,sao paulo,SP
b3b12bd3e740601c17700fc176996c6a,51de7192c29bf87d3d2d8a6ca54accf1,57030,maceio,AL
3703dabac361c6249a0d8d21564fb925,edbd256c62af7487800128f3c7ac7e9b,5017,sao paulo,SP
417ba684f004a0a409878bbfe65cdf3b,767f4654c72d8b9de7c937321fe1b78b,36205,barbacena,MG
576559b61237a8086828a22482251079,a6d6dab6de8299bb568680147535cafd,14096,ribeirao preto,SP
c6dcb798b5f3502dbd1efbfd35bd7197,4f37f28526c2b7574b3d267adbfc8555,83880,rio negro,PR
7037578e0e5aa0e33f533957c4c16742,32ca12567c820aa0b0e5c20876829bdc,1508,sao paulo,SP
5cb6989d4ab4ef65101a015223aecbe6,ce2e72f22013e8876f86c31c1844f772,6519,santana de parnaiba,SP
aa1c88ef1c54651170df45bffe3c2a87,2fe7af86d0ce52d2653e6936d57d266c,78195,chapada dos guimaraes,MT
0bc2b5ce8a4431c1888f01afcb9b3000,d9718ed52d1918815375e89fce46181e,13486,limeira,SP
7104377ff862cd25542730eed8873d67,bf2c35539497c392f320df26a91a2bd6,29168,serra,ES
f04ae41c75d423a833694f86375f16c9,f48c4fb9144d9d73f66d664d3ae82da5,4323,sao paulo,SP
4afabb31ddcf1de88f110a045ef355da,3aec9c5f3d62cad53b6de5fe84ece768,88600,sao joaquim,SC
7be66961ab23c787a83689e798f121a4,942459328c9b0b5c15d19e9400fd0f12,7122,guarulhos,SP
b494a22912f25bd9fd639019c32607ca,8faed9f9905a7647bb40da044ebcd769,98700,ijui,RS
b7aba705e32253c6d5159e0155ba4fac,7adb8d1197f85b403246c5c03fd3d221,41680,salvador,BA
a0d4b9ead9cc1fb314bf487c76605839,19e76f68a4f2e046ff5551d0bd7641a2,56395,lagoa grande,PE
6b05139c22666edaab8363c643187ed1,cfaea24d4b0531636fba2b3f22f2c919,4960,sao paulo,SP
03265354a307d917a63a8f486ac4f277,7279c4c46c5b3fe9b4ae34751011a6a4,38600,paracatu,MG
fa84e29eeeb4975e87f5247804cba2b4,9db4ddcbde20d5e3cda6e016bdcc762f,53110,olinda,PE
69d14927f98708eef99ec0b5d3e2a37a,67cc9e01f369c13b1b2efe553ec7b349,4696,sao paulo,SP
f5d8041d9f4ad5b0499a6dcd698577b2,e4eae0d0e154d460ecd621bd01299426,7061,guarulhos,SP
759cdb645105a48ae7500311724659a6,17285dfa20c4c670e305ace3ca8a7d8d,50610,recife,PE
4428f44a71d4ed03fdaa62d4ed852f12,3aaafeb4d8f3e1c48c172b1894f711c8,6793,taboao da serra,SP
3cabcdcf200795a34aea30893f5210c8,437f0e5e32a91015c921a307fcaf8938,5724,sao paulo,SP
c6a15026437250fd96680f784d665e01,1427d43f0ca16b9d318d4bc18dd1a1b0,38200,frutal,MG
a85209e61b86457b6c628e4da9f2e488,8a7a36ab245df09f3d998d09d47eb792,88117,sao jose,SC
edb2388a9a41189e035599ca654a80ba,2d2dbe464c4901500b3a3ca4efcb3425,17512,marilia,SP
9279b96ee5b2b0f686e5a28d8cc1739b,b0f933c0a1bb29276744c40aaf438239,88058,florianopolis,SC
46d0766284023a432d1066a1b97234ef,933187b833ec65e129ddc8cd3506d25b,91410,porto alegre,RS
b7ebbdfdbca5c7d51cef656d8e440da2,70bf9fbc69f5912e6be8d044c07bf325,81200,curitiba,PR
d2e258817e38dd6847a2dead3bbafc05,0a3ce869b8386af24386cb035ce6f2e9,5432,sao paulo,SP
be803b9fe5a431219ecfd15e355099a5,12655f5ad85082fdeebd425a6c97d420,2842,sao paulo,SP
e6aec7b202899b3148da9039164fe850,fa8928a7d6deb44eeefc718f4f68ed13,23097,rio de janeiro,RJ
555cc3325655e6de190f2ecebf14110c,390f11b0deaca217b570a5472cabf8e6,13070,campinas,SP
30fae2b7dc2ac59de3a6bbf85cdd9db7,ed26fedad59154e7fc00cd7c1623d660,12232,sao jose dos campos,SP
7a0c5469cba3eb88c664cbb7d680ee56,2b161eaf4956b131691842e87b3c39c7,13278,valinhos,SP
406c04dcbb14cfc2efdfa97866b1f17d,94dd49b40685c47677d891ba82313620,71015,brasilia,DF
7834afa97968dd289e626584199c7b0e,53098f53860f663f96a164af5b759f8c,22631,rio de janeiro,RJ
c239969d43647ffabd4ca8db135b7a87,913e4a0664572d0652473b98b808e7b5,38625,cabeceira grande,MG
c8df320cb6236b1c77119c3c0c36435a,99d964b267bf4c900ae77aa203ad2032,89820,xanxere,SC
62b2dfb55aedc55b13c25efe64e6ecd5,21e4c94da32ccfb90343dfb175896bda,5438,sao paulo,SP
e60d09530ea34dd2ad7a33d35bf73086,c7ca47747878996a42d992f15dcf023c,3386,sao paulo,SP
0bf644fc54b89e3ba5b32c2b9e618de6,9065ff1d98e9831c8b9444fa2710d313,37502,itajuba,MG
e236ca0447927499f71f89d6a453e0b0,5fa49884bcb22c65d654793db374db9a,6160,osasco,SP
5bf7405054f31da473e0a6cbaaf127d5,fbc2149faf1f9831344c2ed817b8725c,13960,socorro,SP
9f953bb4452203555445d713827f1465,f38e382731af9143e1321a49534c395d,71937,brasilia,DF
d32c1be9389b63d5e611ae874bf4403d,6d9284ebe2826c96d9be5d939fd7b1b2,24027,niteroi,RJ
649ad21522182e99c6923493d5d181ca,a141cad9daad0a5e00543b930e249b48,13611,leme,SP
8dcc5cd0569e6c1cfd0444e4a26419d4,c6b482cd350f5dc9a48ec4c1292c72bd,59200,santa cruz,RN
415130aa0b0c6ea42bd6aa2fc43b503a,35b57424cb76ed9d49f250e4382f9bc1,25954,teresopolis,RJ
c7f827df881d513428043f6c8153eb6b,bdfcfb95b8d3e5792240bbd5108a7096,75106,anapolis,GO
37be731e9a59816c2139b344f51147dc,f4ff1a79dac99d99375405621276c176,6900,embu-guacu,SP
2939a5df4e8439863d6ef160fdd53295,98127c719e42b8d7a589415d6649b0d8,8530,ferraz de vasconcelos,SP
3ce9063b1f550cca16b3946b3c4ef694,2580972c3ec1cbbb77a591613453d925,12953,atibaia,SP
f89b63fb70a7ec9b7740ca031accb0cd,4104af1a51c2001eb1b444a8b55751e5,6154,osasco,SP
2648ef8cd82f3bb5f79d18def3549549,1477c54a1abe3610e3e9ab411801cecb,89040,blumenau,SC
2734c283312a49194c5468aa8567d51c,eab6c111cd0d009a335c82a59245015f,86605,rolandia,PR
220a1f1adf2be499250db06cd27d0a1e,fe6ceb39e4c3d9cff52e95de1eb671ad,26266,nova iguacu,RJ
c17847ced40b61f4491186616828d187,a4230fa91579ce60e6d6702faadb73f9,6311,carapicuiba,SP
dd22f1d0142d9698c0848674e843525c,edcc7ce9b67e904a02c89576d13e1ada,1314,sao paulo,SP
840b5c8902b80e63aa691ca5cbaa9bb6,f07771c6d7e9bb6169075668480cd7ce,86037,londrina,PR
4fac56d95468b1bf1a6ff9333794d1e9,88187b3d8788e30e20080606850f48cc,13054,campinas,SP
ddf7eddfa863931d992313aa1b1ccf79,3a0eb98df6a9dd91b05ba93312f0dc95,1315,sao paulo,SP
e312f3c85be577c566c09d776b380735,b4afb55d2d38d9bbe0b83ec108c3e77e,3733,sao paulo,SP
9a73612485c1eaf2ea1e2b46d3890cb8,c82564ca0ebfac848d21f6a34b2d1e44,18600,botucatu,SP
bd41e15fdb17d74a176f31ffdf8987df,f58a61a7a24c4bddf8fa238ad645e3cd,8750,mogi das cruzes,SP
63adaee377092616c26dd4b26b4cc633,40252e08bcaf6258ee91b34e6b16adde,37466,itamonte,MG
94da0318e77932de7618aa1aead5fa77,48cfb1ec8875f03ad35e4b714d1450b3,11360,sao vicente,SP
fe476fb992cfac604d990a6e8b50a434,a239165e9cdb4caa2391755d6d61d3b7,13186,hortolandia,SP
8194ad28cf37555c0e649b4ebf89ddb3,60b556b3cc0a84c4f3f26416a3f2f544,3236,sao paulo,SP
5daf8a84ec87f4988b337626369c4dba,c02250fc9f9a3ef97113f4cc1da3a89d,73900,posse,GO
bd08dfed0cf17e30968943b497ef14ec,44f4b8254709fb130159912889ae1ba4,4061,sao paulo,SP
e5cb26fca2d6d69837f8b62d69368ca0,d2ff06ecb0dc4475ed2425a4b50ea0b7,30810,belo horizonte,MG
1e9d08279906bfa93811f5d8b8c92523,7976816fe0dc32e630bd83d0e7295a33,36700,leopoldina,MG
ad530f0385e180b5b52ffe8cb9658bca,977f002d10638d866aff55166707c13b,58880,brejo dos santos,PB
b8ad74fa0f4c5b9fad84af6809c95105,2dbb34111f2ad2b0e47bbb8ee29a5b6f,14808,araraquara,SP
8aac7e3ddd515089585bbab2b7d85aa8,1d34beeda3b2d9a16c418c0d1419bdea,45710,itororo,BA
5e802d53b291e129b462409e56402786,18487b1864e346cdfac83d441d8f43a0,56460,petrolandia,PE
178e6ac2e067591cde169461107ac469,bf67bc97810b5410358114fa589ba7d1,87020,maringa,PR
c08bcbf28cd7a7c95c95151a3ff141a4,9fcc4bd5e142f49a33eaec45b270a053,9351,maua,SP
665a313366dfc254e4cacfafd78b1fc1,e8de5b217669cd4d0a026f97656068d6,13150,cosmopolis,SP
ac73860abcda6b5fc9f2afdb4fb2acf5,416fc3e88e98c647e64b330f940ed3af,2374,sao paulo,SP
eb68e8ebd5a36d827e0c55b8d535fea3,d9ee904276e298eabdfd0cdb2f03d7f1,13940,aguas de lindoia,SP
94585f4d164dd1117626d9db77c597fc,9d90edd76b7414655a3283f7eeeff8fe,75905,rio verde,GO
af31beb9cb1ad7f0dd644d33b9e9ea44,1135e8dd0e81f7774a8d597380ea949f,31150,belo horizonte,MG
81c19ba9169b16ec020f789b0e05b677,494a52654366a12455cd9a81c6fdf542,24240,niteroi,RJ
2e581e2fd057f25288a90c99d06ca1bb,990467c17e58f091ea4d6bdc020992b0,14090,ribeirao preto,SP
8b9e671a305b19a4f7a11ce24badf10e,96aba7659e376a8796bd19b79a1f3c46,32223,contagem,MG
cd115eebfb9859498e984e800023bbc9,1c04229d4141bf598978110a0e30b61b,22260,rio de janeiro,RJ
400534a4b8b95df133cd2ed3ffefb55b,637ce5e0131db1f083a9996a8dfc3b2b,11080,santos,SP
625ebee3bb8680d39f443c840f5afdaf,4935bb1bb7c09b682d4c224503e37861,13058,campinas,SP
af94e18dec6b6045d116bdfb9244a578,6bd33258105ef24dbf6d82bb7e3a06b2,71060,brasilia,DF
b4e47d28c7ad1902d486162b8fe5303d,8dae54b4398643e70bb47dd33239b55d,21011,rio de janeiro,RJ
8c4d6b0b94bdda396e839a02feeaff86,4b178eb199e27660d160db227734902b,11750,peruibe,SP
887b8a65e05f6ac52b0084002f88b30d,bde6157addccf5749c409e1333ecb108,13045,campinas,SP
5a9c24ae3a1031f1439b260a24d14f36,a6abe15d926391d0b739f4f60ae20b43,17700,osvaldo cruz,SP
aa1367a3e933112df50ac2a81601fba8,b9392117660d81f64190ba3c0761763a,11030,santos,SP
344423c2e26d47d2b6d3dd363a89e812,6ebecf9718a9fdd2d34ea36f36501420,9950,diadema,SP
41f7daecd21e5bf31d52eead8fd593fe,59ccf65bb4997946e8cb1a7b85a75f38,8630,suzano,SP
